cell_label,x,y,z,parcellation_index,analysis_region,cluster_alias,average_correlation_score
1018093344102700280,7.592891936669239,4.04302809257669,3.9665626763821416,723,PVN_PVH,5283,0.593284410478718
1018093344104110099,7.637179041997367,2.700781718491721,0.8345623503770254,725,PVN_PVH,5283,0.574141007341623
1018093344102690619,7.615682637608427,3.758744710380014,3.759857755699023,723,PVN_PVH,5283,0.57182505751478
1018093344101470183-6,7.675333541121844,4.230539819190225,7.421957965841621,723,PVN_PVH,5283,0.586777552297002
1018093344101470280-4,7.673781823252587,4.209810723709674,7.2974547291915295,723,PVN_PVH,5283,0.519764964680614
1018093344101460212-4,7.714670315001894,3.872889602215392,7.525019905313573,723,PVN_PVH,5283,0.529167759913532
1018093344104100188,7.660365480932137,2.483307191987856,0.8722962291896181,725,PVN_PVH,5283,0.569215681838816
1018093344102440709-2,7.565840305195978,3.5800476506994183,7.609355571205424,723,PVN_PVH,5283,0.585503308953775
1018093344101320608-2,7.38615562862136,4.343533023554908,4.130296200589682,723,PVN_PVH,5283,0.512170275716311
1018093344101500050-2,7.390352731762576,4.319148736090997,4.188908303974169,723,PVN_PVH,5283,0.547017379314793
1018093344102420487,7.483616350505428,4.288478244448897,7.258566890040694,723,PVN_PVH,5283,0.513258773179037
1018093344102430576-2,7.505811132386627,4.1027928297783465,7.372403694905174,723,PVN_PVH,5283,0.647337727358513
1018093344102620327-2,7.550701961338657,3.785790194867183,7.805126377694742,723,PVN_PVH,5283,0.644375086184481
1018093344100060132,7.412808845192033,3.090560054971033,0.706444001536019,725,PVN_PVH,5283,0.594183124085647
1018093344100060077,7.437549477195216,2.85201015811232,0.7242399709585121,725,PVN_PVH,5283,0.648949894864635
1018093344100070074,7.457201131687535,2.674604966707964,0.7801214139182142,725,PVN_PVH,5283,0.519162125350955
1018093344101330051-2,7.440616934057626,3.720864834400621,3.832237716377573,723,PVN_PVH,5283,0.563821059481459
1018093344102610151-3,7.503146553599426,4.1717924162107,7.520195916613606,723,PVN_PVH,5283,0.676449268995884
1018093344100060112,7.41370572981354,3.073113281306904,0.676680773934019,725,PVN_PVH,5283,0.634610916416987
1018093344101320471-3,7.3926253244414175,4.2522346759134,4.034977797708918,723,PVN_PVH,5283,0.682730341780218
1018093344100060144,7.426796594221677,2.963864277000431,0.7447753060608743,725,PVN_PVH,5283,0.597566763920476
1018093344102620246-2,7.550600892395209,3.769882665021389,7.746673467624588,723,PVN_PVH,5283,0.51726120978843
1018093344103550460,7.694616031719457,3.2181193584730154,10.74307237072952,725,PVN_PVH,5283,0.569744546645712
1018093344103380277,7.782684918565882,2.2175714120553702,10.283103217924875,725,PVN_PVH,5283,0.709756808517705
1018093344103380339,7.789852988667577,2.1759354544766727,10.383229252707851,725,PVN_PVH,5283,0.633745398717402
1018093344101320364-5,7.368309366143841,4.450141321694434,3.891149192805268,723,PVN_PVH,5283,0.564021358846505
1018093344100070164,7.472994772478041,2.553717584233246,0.9000062271157191,725,PVN_PVH,5283,0.553364292170115
1018093344102420420-1,7.484804809783124,4.258606779291942,7.195765627926745,723,PVN_PVH,5283,0.615334302322399
1018093344103560044,7.75177532921874,2.582805125911957,10.493167445361252,725,PVN_PVH,5283,0.514125330175764
1018093344101150227-5,7.445115760713687,3.586393295345063,3.520559197560142,723,PVN_PVH,5283,0.578580099040435
1018093344102610227-2,7.540564404409581,3.861457108474082,7.721501685332932,723,PVN_PVH,5283,0.619516082790364
1018093344102610047-2,7.4879042583036926,4.279899324152944,7.374900904429654,723,PVN_PVH,5283,0.526464809494144
1018093344101150489-5,7.453621982090746,3.547113016436682,3.674412483180255,723,PVN_PVH,5283,0.540113405656222
1018093344103380484,7.774965886308694,2.3464438321994594,10.46574570611428,725,PVN_PVH,5283,0.587030761497963
1018093344102420508-1,7.466448536978942,4.452585126536818,7.241285730074805,723,PVN_PVH,5283,0.557828901143904
1018093344201150175-2,7.424096605464377,3.754205861878684,3.3849674488128323,723,PVN_PVH,5283,0.50663228922407
1018093344101150425-5,7.420112910101722,3.82223014515665,3.484480552965371,723,PVN_PVH,5283,0.581050949924195
1018093344101150519-6,7.445650500670506,3.626682206548502,3.678050041740714,723,PVN_PVH,5283,0.535790455475375
1018093344102610068-2,7.499211618297347,4.1814431926348,7.419579102263478,723,PVN_PVH,5283,0.563707796476351
1018093344102430626-1,7.519756360078809,3.9903757510311055,7.458630321680857,723,PVN_PVH,5283,0.51911430222742
1018093344102620334-1,7.555901225019106,3.730975378711072,7.792673343154896,723,PVN_PVH,5283,0.539831052491842
1019171907102770500,7.367897938244347,3.872394746471615,8.044307224212695,723,PVN_PVH,5283,0.603757454316071
1019171907102780167,7.394518508796956,3.5301045127949315,7.767495662761363,723,PVN_PVH,5283,0.582423525608132
1019171907102780107,7.396124234521649,3.509409961510229,7.750633042737616,723,PVN_PVH,5283,0.661310311356456
1019171907102780296,7.392964130702291,3.5780010076920084,7.880148873800064,723,PVN_PVH,5283,0.577948329418429
1019171907102770570,7.325667497384623,4.180735809915664,7.672248637705467,723,PVN_PVH,5283,0.626523055692871
1019171907103490145,7.531368998397778,3.0309740707209416,10.701883730899944,725,PVN_PVH,5283,0.526606595155553
1019171907103270097,7.593690304730908,2.3412421156758865,10.439621881025232,725,PVN_PVH,5283,0.614476470903657
1019171907101600480-1,7.212883179477663,4.13773173612366,3.683224443438516,723,PVN_PVH,5283,0.502955894984914
1019171907101830408,7.214197130770988,4.3071747050566485,4.313713129194004,723,PVN_PVH,5283,0.573995703797238
1019171907103270151,7.582712988856302,2.4457014661996888,10.42694670509963,725,PVN_PVH,5283,0.624042601173548
1019171907103270086,7.586743212449432,2.3878856897433685,10.36430480042208,725,PVN_PVH,5283,0.572361153202889
1019171907103490031,7.554939527591255,2.782380436055253,10.645108638744093,725,PVN_PVH,5283,0.568698840212051
