source,target,interaction_name,interaction_name_2,ligand,receptor,pathway_name,annotation,prob_young,pval_young,prob_aged,pval_aged,delta_prob,region,microglia_involved,direction
Microglia,Microglia,CCL3_CCR5,Ccl3  - Ccr5,Ccl3,Ccr5,CCL,Secreted Signaling,0.0,1.0,0.140558236828657,0.0,0.140558236828657,DMH,True,Microglia_autocrine
Glutamatergic_Neuron,Microglia,GDF11_TGFBR1_ACVR2A,Gdf11  - (Tgfbr1+Acvr2a),Gdf11,TGFBR1_ACVR2A,GDF,Secreted Signaling,0.001607694181108,0.0,0.0010797982080804,0.0,-0.0005278959730275999,PVN_PVH,True,Microglia_incoming
GABAergic_Neuron,Microglia,GDF11_TGFBR1_ACVR2A,Gdf11  - (Tgfbr1+Acvr2a),Gdf11,TGFBR1_ACVR2A,GDF,Secreted Signaling,0.0,1.0,0.0007520124023594,0.0,0.0007520124023594,PVN_PVH,True,Microglia_incoming
Microglia,Glutamatergic_Neuron,PROS1_TYRO3,Pros1  - Tyro3,Pros1,Tyro3,PROS,Secreted Signaling,0.0,1.0,0.0013835047916441,0.0,0.0013835047916441,PVN_PVH,True,Microglia_outgoing
GABAergic_Neuron,Microglia,IL34_CSF1R,Il34  - Csf1r,Il34,Csf1r,CSF,Secreted Signaling,0.0095876132774757,0.0,0.0071805257547712,0.0,-0.002407087522704501,PVN_PVH,True,Microglia_incoming
GABAergic_Neuron,Microglia,CSF1_CSF1R,Csf1  - Csf1r,Csf1,Csf1r,CSF,Secreted Signaling,0.0,1.0,0.0048994851846584,0.0,0.0048994851846584,PVN_PVH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,IL34_CSF1R,Il34  - Csf1r,Il34,Csf1r,CSF,Secreted Signaling,0.0,1.0,0.0052231362105625,0.0,0.0052231362105625,PVN_PVH,True,Microglia_incoming
Microglia,Microglia,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.0501220371538857,0.0,0.0439526874644892,0.0,-0.006169349689396496,PVN_PVH,True,Microglia_autocrine
Microglia,GABAergic_Neuron,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.035935968736824,0.0,0.029759408813212,0.0,-0.0061765599236120045,PVN_PVH,True,Microglia_outgoing
Microglia,Glutamatergic_Neuron,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.0285720832564349,0.0,0.0220429414776959,0.0,-0.006529141778738999,PVN_PVH,True,Microglia_outgoing
Microglia,Microglia,CCL4_CCR5,Ccl4  - Ccr5,Ccl4,Ccr5,CCL,Secreted Signaling,0.0942341034684398,0.0,0.100781367670783,0.0,0.006547264202343195,PVN_PVH,True,Microglia_autocrine
Microglia,Microglia,TGFB1_ACVR1_TGFBR1,Tgfb1  - (Acvr1+Tgfbr1),Tgfb1,ACVR1_TGFbR,TGFb,Secreted Signaling,0.065745861050634,0.0,0.0497115669714293,0.0,-0.016034294079204703,PVN_PVH,True,Microglia_autocrine
Glutamatergic_Neuron,Microglia,CSF1_CSF1R,Csf1  - Csf1r,Csf1,Csf1r,CSF,Secreted Signaling,0.0,1.0,0.0186194665801102,0.0,0.0186194665801102,PVN_PVH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,CX3CL1_CX3CR1,Cx3cl1  - Cx3cr1,Cx3cl1,Cx3cr1,CX3C,Secreted Signaling,0.111867756770165,0.0,0.0895851035680455,0.0,-0.0222826532021195,PVN_PVH,True,Microglia_incoming
Microglia,Microglia,CSF1_CSF1R,Csf1  - Csf1r,Csf1,Csf1r,CSF,Secreted Signaling,0.0,1.0,0.0225371483977668,0.0,0.0225371483977668,PVN_PVH,True,Microglia_autocrine
Microglia,Microglia,TGFB1_TGFBR1_TGFBR2,Tgfb1 - (Tgfbr1+Tgfbr2),Tgfb1,TGFbR1_R2,TGFb,Secreted Signaling,0.129101776870938,0.0,0.0995525110350175,0.0,-0.02954926583592049,PVN_PVH,True,Microglia_autocrine
Microglia,Microglia,CCL3_CCR5,Ccl3  - Ccr5,Ccl3,Ccr5,CCL,Secreted Signaling,0.0343813570979684,0.0,0.064849998061181,0.0,0.030468640963212598,PVN_PVH,True,Microglia_autocrine
GABAergic_Neuron,Microglia,CX3CL1_CX3CR1,Cx3cl1  - Cx3cr1,Cx3cl1,Cx3cr1,CX3C,Secreted Signaling,0.14062415809832,0.0,0.107318525148428,0.0,-0.033305632949891986,PVN_PVH,True,Microglia_incoming
