source,target,interaction_name,interaction_name_2,ligand,receptor,pathway_name,annotation,prob_young,pval_young,prob_aged,pval_aged,delta_prob,region,microglia_involved,direction
Microglia,Glutamatergic_Neuron,F11R_JAM3,F11r  - Jam3,F11r,Jam3,JAM,Cell-Cell Contact,0.0567655821518421,0.0,0.0482616272952867,0.0,-0.008503954856555404,DMH,True,Microglia_outgoing
Glutamatergic_Neuron,Microglia,PTN_SDC4,Ptn  - Sdc4,Ptn,Sdc4,PTN,Secreted Signaling,0.0,1.0,0.00825460200517,0.0,0.00825460200517,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,SEMA4G_PLXNB2,Sema4g  - Plxnb2,Sema4g,Plxnb2,SEMA4,Cell-Cell Contact,0.0081548154212085,0.0,0.0,1.0,-0.0081548154212085,DMH,True,Microglia_incoming
Microglia,GABAergic_Neuron,SEMA4D_PLXNB2,Sema4d  - Plxnb2,Sema4d,Plxnb2,SEMA4,Cell-Cell Contact,0.007462529500035,0.0,0.0151064266565206,0.0,0.007643897156485599,DMH,True,Microglia_outgoing
Microglia,Microglia,PTPRM_PTPRM,Ptprm  - Ptprm,Ptprm,Ptprm,PTPRM,Cell-Cell Contact,0.133402977826097,0.0,0.125826357595141,0.0,-0.0075766202309560104,DMH,True,Microglia_autocrine
Microglia,Glutamatergic_Neuron,SEMA4D_PLXNB2,Sema4d  - Plxnb2,Sema4d,Plxnb2,SEMA4,Cell-Cell Contact,0.0074534467236705,0.01,0.0,1.0,-0.0074534467236705,DMH,True,Microglia_outgoing
Microglia,Glutamatergic_Neuron,SEMA4D_PLXNB1,Sema4d  - Plxnb1,Sema4d,Plxnb1,SEMA4,Cell-Cell Contact,0.0,1.0,0.0071511189109785,0.0,0.0071511189109785,DMH,True,Microglia_outgoing
Glutamatergic_Neuron,Microglia,IGF1_IGF1R,Igf1  - Igf1r,Igf1,Igf1r,IGF,Secreted Signaling,0.0070908419128461,0.0,0.0,1.0,-0.0070908419128461,DMH,True,Microglia_incoming
Microglia,Glutamatergic_Neuron,GRN_SORT1,Grn  - Sort1,Grn,Sort1,GRN,Secreted Signaling,0.0330661565747282,0.0,0.0397031871537972,0.0,0.006637030579068996,DMH,True,Microglia_outgoing
Microglia,Glutamatergic_Neuron,JAM2_JAM3,Jam2  - Jam3,Jam2,Jam3,JAM,Cell-Cell Contact,0.0,1.0,0.0065741912088512,0.0,0.0065741912088512,DMH,True,Microglia_outgoing
Glutamatergic_Neuron,Microglia,JAM3_JAM2,Jam3  - Jam2,Jam3,Jam2,JAM,Cell-Cell Contact,0.0,1.0,0.0065741912088512,0.0,0.0065741912088512,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,DLK1_NOTCH1,Dlk1  - Notch1,Dlk1,Notch1,NOTCH,Cell-Cell Contact,0.0213904379860192,0.0,0.0151994824868249,0.0,-0.0061909554991942985,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,COL4A2_ITGA9_ITGB1,Col4a2  - (Itga9+Itgb1),Col4a2,ITGA9_ITGB1,COLLAGEN,ECM-Receptor,0.0,1.0,0.0061884045607333,0.0,0.0061884045607333,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,JAM3_JAM2,Jam3  - Jam2,Jam3,Jam2,JAM,Cell-Cell Contact,0.0,1.0,0.0058238269707053,0.0,0.0058238269707053,DMH,True,Microglia_incoming
Microglia,GABAergic_Neuron,JAM2_JAM3,Jam2  - Jam3,Jam2,Jam3,JAM,Cell-Cell Contact,0.0,1.0,0.0058238269707053,0.0,0.0058238269707053,DMH,True,Microglia_outgoing
Microglia,GABAergic_Neuron,SEMA4D_PLXNB1,Sema4d  - Plxnb1,Sema4d,Plxnb1,SEMA4,Cell-Cell Contact,0.0,1.0,0.0058064110071522,0.0,0.0058064110071522,DMH,True,Microglia_outgoing
Glutamatergic_Neuron,Microglia,JAG2_NOTCH2,Jag2  - Notch2,Jag2,Notch2,NOTCH,Cell-Cell Contact,0.0048458803727749,0.0,0.0104829582035351,0.0,0.005637077830760201,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,SEMA4A_PLXNB2,Sema4a  - Plxnb2,Sema4a,Plxnb2,SEMA4,Cell-Cell Contact,0.0052426055152418,0.0,0.0,1.0,-0.0052426055152418,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,PTN_SDC4,Ptn  - Sdc4,Ptn,Sdc4,PTN,Secreted Signaling,0.0,1.0,0.0051572056399782,0.0,0.0051572056399782,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,JAM3_ITGAM_ITGB2,Jam3  - (Itgam+Itgb2),Jam3,ITGAM_ITGB2,JAM,Cell-Cell Contact,0.0367403511636777,0.0,0.0418152684710289,0.0,0.005074917307351198,DMH,True,Microglia_incoming
Glutamatergic_Neuron,Microglia,SEMA4G_PLXNB2,Sema4g  - Plxnb2,Sema4g,Plxnb2,SEMA4,Cell-Cell Contact,0.0047035485037969,0.0,0.0,1.0,-0.0047035485037969,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,GAS6_MERTK,Gas6  - Mertk,Gas6,Mertk,GAS,Secreted Signaling,0.0478474786979376,0.0,0.0519964955621289,0.0,0.0041490168641913,DMH,True,Microglia_incoming
GABAergic_Neuron,Microglia,COL4A2_SDC4,Col4a2  - Sdc4,Col4a2,Sdc4,COLLAGEN,ECM-Receptor,0.0,1.0,0.0039134264701257,0.0,0.0039134264701257,DMH,True,Microglia_incoming
