sex,pathway_name,prob_young,prob_aged,delta_prob
Male,MPZ,4.228948100170167,3.595944411657349,-0.6330036885128183
Male,NCAM,33.35969403624867,32.48960472584574,-0.8700893104029319
Male,NECTIN,5.165767055785391,3.7021353909042607,-1.4636316648811305
Male,NEGR,4.286456677137955,5.041160319512664,0.7547036423747091
Male,NGL,7.889213488532831,7.050273138265012,-0.8389403502678192
Male,NOTCH,16.091253756313645,13.455063710328412,-2.6361900459852325
Male,NPY,0.1438354687062322,0.0,-0.1438354687062322
Male,NRG,18.871028970363184,18.05010987272529,-0.8209190976378942
Male,NRXN,53.37693654093706,46.53037345980439,-6.846563081132672
Male,NT,2.631825098162692,0.6142377708619956,-2.017587327300696
Male,OCLN,1.1907777144303764,0.4665944934741488,-0.7241832209562276
Male,OPIOID,0.43825316250330526,0.6700160377314186,0.23176287522811334
Male,PACAP,0.7278422328167196,0.7042970816181858,-0.02354515119853373
Male,PDGF,3.1426787069106004,3.6555188157695495,0.5128401088589492
Male,PECAM1,0.372105887158248,0.365694304123389,-0.006411583034859003
Male,PROS,2.1976028893214505,2.593104943500603,0.3955020541791523
Male,PSAP,16.46430188348122,18.609483799906517,2.1451819164252974
Male,PTN,68.27612539890958,67.27022162855529,-1.0059037703542941
Male,PTPRM,17.110588871576432,12.075777701584162,-5.03481116999227
Male,RELN,0.1644486109356445,0.2105352265314183,0.04608661559577379
Male,SEMA3,14.36477860601386,12.680442880402097,-1.6843357256117635
Male,SEMA4,17.320984750425644,19.053108544957947,1.7321237945323027
Male,SEMA5,4.336493328363026,3.88363064810172,-0.4528626802613056
Male,SEMA6,16.565773945698385,14.330428264969022,-2.2353456807293632
Male,SEMA7,2.4345360716319036,2.2608066218684755,-0.17372944976342808
Male,TENASCIN,8.641255896451522,8.532574566236224,-0.10868133021529758
Male,TGFb,3.6184814928919464,3.3746529357173065,-0.24382855717463991
Male,THBS,2.528447388786085,2.8107559034067715,0.2823085146206865
Male,THY1,0.5185055687219781,0.705337694383133,0.18683212566115492
Male,TNF,0.1379452873126378,0.3461665076260078,0.20822122031337
Male,VCAM,1.228937566890668,0.4911957897139689,-0.737741777176699
Male,VEGF,6.2705498517134,7.276359753861077,1.0058099021476767
Male,VISFATIN,4.808115077050586,2.69531592140561,-2.1127991556449763
Male,VISTA,1.6377815125949178,1.1702848938746737,-0.46749661872024406
Male,VTN,6.5310584785425485,8.909138363017755,2.3780798844752065
Male,VWF,0.0,0.0945702471758444,0.0945702471758444
Male,WNT,7.046642069291201,3.794243956587866,-3.2523981127033346
