source,target,interaction_name,ligand,receptor,interaction_name_2,pathway_name,annotation,evidence,prob_young,pval_young,prob_aged,pval_aged,delta_prob,log2FC,sex,status
Tanycyte,Microglia,FGF18_FGFR2,Fgf18,Fgfr2,Fgf18  - Fgfr2,FGF,Secreted Signaling,PMC: 4393358,0.0452326189960458,0.0,0.015550304583231,0.0,-0.029682314412814798,-1.5404206925976898,Male,shared
Tanycyte,Microglia,NRG1_ITGAV_ITGB3,,,,,,,0.0,1.0,0.0294663966699358,0.0,0.0294663966699358,34.77835159865312,Male,gained
Tanycyte,Microglia,COL4A5_ITGA9_ITGB1,Col4a5,ITGA9_ITGB1,Col4a5  - (Itga9+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.203388746927474,0.0,0.173989395915525,0.0,-0.029399351011948988,-0.22524047890302726,Male,shared
Tanycyte,Microglia,JAM2_JAM2,Jam2,Jam2,Jam2  - Jam2,JAM,Cell-Cell Contact,KEGG: mmu04514,0.0443216440932046,0.0,0.0154137573831426,0.0,-0.028907886710061996,-1.5237928106720218,Male,shared
Microglia,Tanycyte,JAM2_JAM2,Jam2,Jam2,Jam2  - Jam2,JAM,Cell-Cell Contact,KEGG: mmu04514,0.0443216440932046,0.0,0.0154137573831426,0.0,-0.028907886710061996,-1.5237928106720218,Male,shared
Tanycyte,Microglia,PTN_NCL,Ptn,Ncl,Ptn  - Ncl,PTN,Secreted Signaling,PMID: 28356350; PMID: 25620911,0.249369485921483,0.0,0.276649474482467,0.0,0.027279988560984014,0.14977424257290683,Male,shared
Tanycyte,Microglia,TNR_ITGAV_ITGB3,,,,,,,0.0,1.0,0.025171896084429,0.0,0.025171896084429,34.55109484117774,Male,gained
Tanycyte,Microglia,MDK_NCL,Mdk,Ncl,Mdk  - Ncl,MK,Secreted Signaling,PMID: 28356350,0.140927482908957,0.0,0.159317622628355,0.0,0.018390139719397985,0.17695287116875003,Male,shared
Tanycyte,Microglia,COL4A6_SDC4,,,,,,,0.0,1.0,0.0178735107938346,0.0,0.0178735107938346,34.057103991692834,Male,gained
Tanycyte,Microglia,TNXB_ITGAV_ITGB3,,,,,,,0.0,1.0,0.0174788995434166,0.0,0.0174788995434166,34.02489530580656,Male,gained
Microglia,Tanycyte,ITGA9_ITGB1_VCAM1,ITGA9_ITGB1,Vcam1,Vcam1 - (Itga9+Itgb1),VCAM,Cell-Cell Contact,KEGG: mmu04514,0.071608542187483,0.0,0.0542792814559991,0.0,-0.0173292607314839,-0.3997300743080765,Male,shared
Microglia,Tanycyte,VEGFB_VEGFR1,,,,,,,0.0,1.0,0.0166447891730716,0.0,0.0166447891730716,33.95435154602962,Male,gained
Tanycyte,Microglia,SEMA6A_PLXNA4,Sema6a,Plxna4,Sema6a  - Plxna4,SEMA6,Cell-Cell Contact,PMID: 27533782,0.243810331918942,0.0,0.227537862449143,0.0,-0.01627246946979899,-0.09965263346899031,Male,shared
Microglia,Tanycyte,JAM2_ITGAV_ITGB1,Jam2,ITGAV_ITGB1,Jam2  - (Itgav+Itgb1),JAM,Cell-Cell Contact,KEGG: mmu04514,0.0409189723310673,0.0,0.0248456954393571,0.0,-0.016073276891710203,-0.7197739886475697,Male,shared
Tanycyte,Microglia,THBS3_SDC4,,,,,,,0.0,1.0,0.0158650571697325,0.0,0.0158650571697325,33.88513366898096,Male,gained
Tanycyte,Microglia,COL4A1_ITGA9_ITGB1,Col4a1,ITGA9_ITGB1,Col4a1  - (Itga9+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0603921043336829,0.0,0.0453302579694827,0.0,-0.015061846364200202,-0.41388557239451634,Male,shared
Tanycyte,Microglia,LAMB2_ITGA9_ITGB1,Lamb2,ITGA9_ITGB1,Lamb2  - (Itga9+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0679848835124142,0.0,0.0532340133591,0.0,-0.014750870153314201,-0.3528656613266026,Male,shared
Tanycyte,Microglia,LAMC1_ITGA9_ITGB1,Lamc1,ITGA9_ITGB1,Lamc1  - (Itga9+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0628793632984855,0.0,0.0484135942981044,0.0,-0.014465769000381094,-0.377174403249904,Male,shared
Microglia,Tanycyte,PDGFB_PDGFRB,,,,,,,0.0,1.0,0.0140433377256198,0.0,0.0140433377256198,33.709166815382204,Male,gained
Tanycyte,Microglia,LAMB2_SV2A,,,,,,,0.0,1.0,0.0130173156750835,0.0,0.0130173156750835,33.599712927325776,Male,gained
Tanycyte,Microglia,COL4A1_SDC4,,,,,,,0.0,1.0,0.012588367095171,0.0,0.012588367095171,33.55137210444523,Male,gained
Tanycyte,Microglia,JAM3_ITGAM_ITGB2,Jam3,ITGAM_ITGB2,Jam3  - (Itgam+Itgb2),JAM,Cell-Cell Contact,"KEGG: mmu04514; PMID: 16118203, PMC2194005",0.188966640137664,0.0,0.176407283899428,0.0,-0.012559356238236008,-0.09922143454334885,Male,shared
Tanycyte,Microglia,COL9A3_SDC4,,,,,,,0.0,1.0,0.0124226385189245,0.0,0.0124226385189245,33.53225257777263,Male,gained
Microglia,Tanycyte,SEMA4D_PLXNB2,Sema4d,Plxnb2,Sema4d  - Plxnb2,SEMA4,Cell-Cell Contact,PMID: 27533782,0.22093503594982,0.0,0.209132203539112,0.0,-0.011802832410708008,-0.0792069852688453,Male,shared
