source,target,pathway_name,prob_young,pval_young,prob_aged,pval_aged,delta_prob,log2FC,sex,status
SMC,Tanycyte,ncWNT,0.592590038483771,0.0,0.515912595164383,0.0,-0.07667744331938797,-0.1999077066434852,Female,shared
SMC,SMC,GRN,0.0766681956157644,0.0,0.0,1.0,-0.0766681956157644,-36.15790917534073,Female,lost
Ependymal,Astrocyte,FGF,0.244686642824784,0.0,0.168051629524682,0.0,-0.076635013300102,-0.5420308165159111,Female,shared
Glutamatergic_Neuron,OPC,SEMA6,0.147787512576948,0.0,0.0714161712786954,0.0,-0.0763713412982526,-1.0492016767608274,Female,shared
MOL,GABAergic_Neuron,EPHB,0.777945375128486,0.0,0.701586886920116,0.0,-0.0763584882083701,-0.14904707407175766,Female,shared
Pericyte,MOL,COLLAGEN,0.825078532624563,0.0,0.901336579297314,0.0,0.07625804667275105,0.12753449684923804,Female,shared
Microglia,Microglia,VCAM,0.0,1.0,0.0760335407940948,0.0,0.0760335407940948,36.14591692616922,Female,gained
Pericyte,Tanycyte,TENASCIN,0.0,1.0,0.0757459616270996,0.0,0.0757459616270996,36.140449922681384,Female,gained
OPC,Microglia,VCAM,0.0,1.0,0.0757088062766565,0.0,0.0757088062766565,36.13974206987961,Female,gained
OPC,OPC,MPZ,0.184130173538355,0.0,0.108463715171354,0.0,-0.075666458367001,-0.7635135690224958,Female,shared
Tanycyte,Glutamatergic_Neuron,LAMININ,0.266310477215503,0.0,0.341971778372348,0.0,0.075661301156845,0.36076808156984114,Female,shared
Tanycyte,MOL,PROS,0.0,1.0,0.0755800016025648,0.0,0.0755800016025648,36.13728549808085,Female,gained
Astrocyte,MOL,VEGF,0.0,1.0,0.0751962011502977,0.0,0.0751962011502977,36.12994072888001,Female,gained
Endothelial,Endothelial,SEMA6,0.297431419556756,0.0,0.222251643801883,0.0,-0.075179775754873,-0.42036296696159053,Female,shared
Endothelial,Glutamatergic_Neuron,HSPG,0.0593868482756398,0.0,0.134447936755116,0.0,0.07506108847947618,1.1788322413132135,Female,shared
SMC,Tanycyte,JAM,0.291868878393123,0.0,0.216866601345202,0.0,-0.07500227704792098,-0.4285124991941738,Female,shared
Pericyte,OPC,PTN,1.75193973140076,0.0,1.67705048214378,0.0,-0.07488924925698015,-0.06302702834908301,Female,shared
Endothelial,Pericyte,FN1,0.540139829319015,0.0,0.614925977347202,0.0,0.07478614802818695,0.18707981932307008,Female,shared
Endothelial,Microglia,TGFb,0.380300075898816,0.0,0.305858908969868,0.0,-0.07444116692894798,-0.3142719278033845,Female,shared
Tanycyte,Microglia,GDF,0.115552409085075,0.0,0.0411349203937246,0.0,-0.0744174886913504,-1.4901117813568594,Female,shared
Glutamatergic_Neuron,Microglia,SEMA3,0.0741040523586702,0.0,0.0,1.0,-0.0741040523586702,-36.10883338694245,Female,lost
SMC,MOL,PROS,0.0,1.0,0.0740303441176119,0.0,0.0740303441176119,36.10739768361964,Female,gained
OPC,Tanycyte,COLLAGEN,0.301220129713605,0.0,0.375201985517072,0.0,0.073981855803467,0.31684927783846817,Female,shared
Endothelial,SMC,LAMININ,1.37487837279202,0.0,1.30105662585752,0.0,-0.07382174693449994,-0.07962024393682056,Female,shared
Astrocyte,OPC,PTPRM,0.268278421767263,0.0,0.194665646949483,0.0,-0.07361277481778003,-0.4627327089444286,Female,shared
OPC,Astrocyte,PTPRM,0.268278421767263,0.0,0.194665646949483,0.0,-0.07361277481778003,-0.4627327089444286,Female,shared
Pericyte,SMC,MIF,0.0,1.0,0.0735865312731667,0.0,0.0735865312731667,36.09872267925734,Female,gained
Tanycyte,Microglia,TGFb,0.223107258820035,0.0,0.149523277831793,0.0,-0.07358398098824198,-0.5773673514554897,Female,shared
Pericyte,Pericyte,PROS,0.0,1.0,0.0734305289283542,0.0,0.0734305289283542,36.095660940798034,Female,gained
Glutamatergic_Neuron,Glutamatergic_Neuron,PTN,0.0733127313951567,0.0,0.0,1.0,-0.0733127313951567,-36.09334470558423,Female,lost
Ependymal,OPC,PDGF,0.0386986161677913,0.0,0.111940528627383,0.0,0.0732419124595917,1.532378583053783,Female,shared
OPC,OPC,EGF,0.0,1.0,0.0731831813400277,0.0,0.0731831813400277,36.090793081210414,Female,gained
Astrocyte,SMC,SEMA6,0.0,1.0,0.0730873815512581,0.03,0.0730873815512581,36.08890329700224,Female,gained
GABAergic_Neuron,Ependymal,CX3C,0.0729818136609938,0.0,0.0,1.0,-0.0729818136609938,-36.08681795247692,Female,lost
OPC,SMC,COLLAGEN,0.356577506010101,0.0,0.42946815371417,0.0,0.072890647704069,0.268335459128969,Female,shared
