source,target,interaction_name,ligand,receptor,interaction_name_2,pathway_name,annotation,evidence,prob_young,pval_young,prob_aged,pval_aged,delta_prob,log2FC,sex,status
SMC,MOL,COL4A6_ITGAV_ITGB8,Col4a6,ITGAV_ITGB8,Col4a6  - (Itgav+Itgb8),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0804954020614248,0.0,0.220983626909481,0.0,0.1404882248480562,1.4569611983751873,Female,shared
SMC,SMC,COL4A6_ITGA10_ITGB1,,,,,,,0.0,1.0,0.140267787066416,0.0,0.140267787066416,37.02939277136407,Female,gained
Endothelial,Endothelial,SEMA3C_NRP1_NRP2,,,,,,,0.0,1.0,0.139938878933515,0.0,0.139938878933515,37.026005882986674,Female,gained
SMC,Microglia,GAS6_MERTK,Gas6,Mertk,Gas6  - Mertk,GAS,Secreted Signaling,PMID: 27801848,0.139373513670418,0.0,0.278740584080682,0.0,0.13936707041026397,0.9999666515964694,Female,shared
SMC,Pericyte,COL1A2_ITGA1_ITGB1,Col1a2,ITGA1_ITGB1,Col1a2  - (Itga1+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.118406873469924,0.0,0.257071868127442,0.0,0.13866499465751797,1.1184189106426459,Female,shared
Ependymal,Tanycyte,MDK_PTPRZ1,Mdk,Ptprz1,Mdk  - Ptprz1,MK,Secreted Signaling,PMID: 28356350,0.104183713238146,0.0,0.242844594783005,0.0,0.138660881544859,1.2209036127343362,Female,shared
Glutamatergic_Neuron,OPC,CADM3_CADM3,,,,,,,0.0,1.0,0.138625396551031,0.0,0.138625396551031,37.012400631129616,Female,gained
OPC,Glutamatergic_Neuron,CADM3_CADM3,,,,,,,0.0,1.0,0.138625396551031,0.0,0.138625396551031,37.012400631129616,Female,gained
Glutamatergic_Neuron,GABAergic_Neuron,LRRC4C_NTNG1,Lrrc4c,Ntng1,Lrrc4c  - Ntng1,NGL,Cell-Cell Contact,KEGG: mmu04514,0.256877867903165,0.0,0.118371652744498,0.0,-0.138506215158667,-1.1177589653433266,Female,shared
GABAergic_Neuron,GABAergic_Neuron,LRRC4C_NTNG1,Lrrc4c,Ntng1,Lrrc4c  - Ntng1,NGL,Cell-Cell Contact,KEGG: mmu04514,0.254891295169035,0.0,0.116478967372833,0.0,-0.13841232779620202,-1.1298126337942298,Female,shared
Pericyte,Tanycyte,LAMA2_ITGAV_ITGB8,Lama2,ITGAV_ITGB8,Lama2  - (Itgav+Itgb8),LAMININ,ECM-Receptor,KEGG: mmu04512,0.119138524821,0.0,0.25744971445999,0.0,0.13831118963898997,1.1116506692378418,Female,shared
Ependymal,Pericyte,MDK_SDC2,Mdk,Sdc2,Mdk  - Sdc2,MK,Secreted Signaling,PMID: 28356350,0.105721582694283,0.0,0.244026618570375,0.0,0.138305035876092,1.2067685984328547,Female,shared
Ependymal,Ependymal,MDK_PTPRZ1,Mdk,Ptprz1,Mdk  - Ptprz1,MK,Secreted Signaling,PMID: 28356350,0.107997814842564,0.0,0.246158157449498,0.0,0.138160342606934,1.1885834277799987,Female,shared
Ependymal,Pericyte,MDK_NCL,Mdk,Ncl,Mdk  - Ncl,MK,Secreted Signaling,PMID: 28356350,0.0232974546612086,0.01,0.160133887137341,0.0,0.1368364324761324,2.781034391187726,Female,shared
SMC,Endothelial,COL4A6_ITGA1_ITGB1,Col4a6,ITGA1_ITGB1,Col4a6  - (Itga1+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0974469039403833,0.0,0.234279621299705,0.0,0.1368327173593217,1.2655432131512871,Female,shared
Glutamatergic_Neuron,Ependymal,FGF1_FGFR2,,,,,,,0.0,1.0,0.136674258059283,0.0,0.136674258059283,36.99195058761269,Female,gained
SMC,Endothelial,VEGFB_VEGFR1,,,,,,,0.0,1.0,0.136547881498474,0.0,0.136547881498474,36.99061597504535,Female,gained
Pericyte,Microglia,IGF2_IGF1R,Igf2,Igf1r,Igf2  - Igf1r,IGF,Secreted Signaling,PMID: 14604834,0.195317573688665,0.0,0.0587907755734723,0.0,-0.1365267981151927,-1.7321600461560107,Female,shared
Tanycyte,Endothelial,VEGFA_VEGFR1,Vegfa,Flt1,Vegfa  - Vegfr1,VEGF,Secreted Signaling,KEGG: mmu04370; PMID: 16633338,0.149185352352811,0.0,0.285693433531771,0.0,0.13650808117896002,0.9373619846297644,Female,shared
