"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type"
5.6694522026799e-24,-0.335362234913721,0.26,0.33,1.31690035763849e-19,"A830010M20Rik","Neuron"
5.9172897387024e-24,0.412645912214478,0.458,0.408,1.37446806050579e-19,"Rab40c","Neuron"
6.03078518215799e-24,0.672830182101466,0.181,0.129,1.40083078211166e-19,"Tubb5","Neuron"
6.04003227178976e-24,0.277863074376625,0.679,0.654,1.40297869609133e-19,"Lrba","Neuron"
6.13658671690453e-24,-0.33411003979952,0.274,0.344,1.42540636260258e-19,"Dusp12","Neuron"
6.22801400391101e-24,-0.335494659717877,0.291,0.363,1.44664309282845e-19,"Dstyk","Neuron"
6.72401702690828e-24,0.525536047518009,0.277,0.216,1.56185467501025e-19,"Rpsa","Neuron"
6.8528954529293e-24,-0.468231757691265,0.134,0.189,1.59179055580642e-19,"D230017M19Rik","Neuron"
7.52294627441284e-24,0.568799691854818,0.282,0.225,1.74742996062061e-19,"Mpc2","Neuron"
7.85204393651699e-24,0.447402500376595,0.369,0.308,1.82387276557417e-19,"Calr","Neuron"
7.92083119491899e-24,-0.300290287069806,0.344,0.417,1.83985066995578e-19,"Ide","Neuron"
8.579624926982e-24,-0.36069459120958,0.278,0.347,1.99287527803938e-19,"Cep290","Neuron"
8.63113193052994e-24,-0.314762797256294,0.325,0.398,2.00483932482349e-19,"Ankrd6","Neuron"
8.83709587592347e-24,0.500591797674898,0.511,0.471,2.0526806300595e-19,"Tox","Neuron"
8.87084332033262e-24,0.422511121469687,0.418,0.363,2.06051948644686e-19,"Megf9","Neuron"
9.56834481441495e-24,-0.346816048684489,0.268,0.337,2.22253513349231e-19,"Jak2","Neuron"
9.58141060389013e-24,-0.422678657695434,0.147,0.205,2.2255700550716e-19,"Vbp1","Neuron"
9.63646656080888e-24,-0.43005715283556,0.182,0.243,2.23835845274469e-19,"A630089N07Rik","Neuron"
9.81186883472954e-24,0.448350928765034,0.384,0.325,2.27910089293098e-19,"Scg3","Neuron"
1.02434334139941e-23,0.613502998543478,0.255,0.197,2.37934471340256e-19,"Rpl15","Neuron"
1.02660228092315e-23,-0.488569768077763,0.119,0.172,2.38459177812828e-19,"B3galt2","Neuron"
1.10108276576114e-23,-0.622809510295117,0.084,0.131,2.55759504830997e-19,"Fan1","Neuron"
1.11870384526864e-23,-0.2864617329745,0.378,0.454,2.59852529179001e-19,"Zmym6","Neuron"
1.12198475977101e-23,-0.257195415620948,0.421,0.499,2.6061461999961e-19,"Mvb12b","Neuron"
1.15338735593264e-23,-0.309837788173846,0.213,0.28,2.67908815036033e-19,"Mettl17","Neuron"
1.1856211210117e-23,-0.279833202940668,0.331,0.405,2.75396073988597e-19,"Shc3","Neuron"
1.23590731941206e-23,-0.470901582302552,0.13,0.185,2.87076552153034e-19,"Coq10b","Neuron"
1.32488086559658e-23,-0.740643925778002,0.061,0.101,3.07743327460775e-19,"Eid2b","Neuron"
1.35499430373059e-23,-0.283817279960522,0.354,0.429,3.14738076870542e-19,"Nemf","Neuron"
1.40557175502568e-23,-0.328463747270476,0.261,0.332,3.26486207257366e-19,"Lynx1","Neuron"
1.45409265389635e-23,-0.459400659292292,0.158,0.216,3.37756641647043e-19,"Pik3c2b","Neuron"
1.47948931239444e-23,-0.440069250288114,0.17,0.23,3.4365577748298e-19,"Samd4b","Neuron"
1.48966411837343e-23,-0.515841148149204,0.085,0.132,3.4601918141578e-19,"Camkk1","Neuron"
1.70984254266337e-23,-0.373016248217639,0.22,0.284,3.97162225809847e-19,"Tsga10","Neuron"
1.73560490607493e-23,0.544314943040438,0.286,0.227,4.03146307583085e-19,"Bex3","Neuron"
1.77381509546647e-23,-0.499400463684074,0.126,0.18,4.12021770374952e-19,"Spag1","Neuron"
1.77451774897036e-23,-0.387207093651856,0.41,0.474,4.12184982730835e-19,"Pigk","Neuron"
1.82960013305892e-23,-0.317535740887876,0.232,0.301,4.24979518906925e-19,"Sec16a","Neuron"
1.8549663210094e-23,-0.506133595740961,0.088,0.135,4.30871577044065e-19,"Mrpl24","Neuron"
1.87841896582994e-23,-0.348558952979936,0.212,0.278,4.36319157382978e-19,"Cdk16","Neuron"
1.89118717266614e-23,0.75107100146929,0.169,0.119,4.3928495646689e-19,"Rpl34","Neuron"
1.92413925693638e-23,-0.415851704944449,0.167,0.228,4.46939066601182e-19,"Rad9b","Neuron"
1.97784506315278e-23,-0.431540702676398,0.177,0.237,4.59413851269127e-19,"Cog6","Neuron"
2.01502303698399e-23,-0.381905696806872,0.17,0.231,4.68049551030642e-19,"Tmem216","Neuron"
2.08217409062053e-23,-0.495301504129508,0.134,0.187,4.83647397769336e-19,"Tarbp1","Neuron"
2.16691856080286e-23,0.660465503838858,0.163,0.112,5.03331843303289e-19,"Tmem9b","Neuron"
2.27708721130481e-23,-0.496848623314371,0.082,0.128,5.28921817441882e-19,"Rundc1","Neuron"
2.34622002681363e-23,-0.505409093403361,0.09,0.138,5.44979987828269e-19,"Dnmt1","Neuron"
2.44634698642322e-23,-0.294670701438456,0.283,0.355,5.68237478006384e-19,"Gm11418","Neuron"
2.61248717559857e-23,-0.365244594898723,0.18,0.242,6.06828521148035e-19,"Mrpl21","Neuron"
2.67700219496541e-23,-0.294049222926467,0.381,0.45,6.21814069846565e-19,"Morf4l2","Neuron"
2.88183427161493e-23,-0.460809759620269,0.078,0.124,6.69392464610716e-19,"Plvap","Neuron"
2.91361364968079e-23,-0.35875316252786,0.209,0.275,6.76774178547855e-19,"Secisbp2l","Neuron"
2.96731216303336e-23,0.291943316638463,0.659,0.637,6.8924726922939e-19,"Zfand3","Neuron"
3.05655054090043e-23,0.255621092158543,0.723,0.694,7.09975559640351e-19,"Rabep1","Neuron"
3.18006377134114e-23,0.356866242516757,0.502,0.454,7.38665212807121e-19,"Ube2g1","Neuron"
3.33061943262862e-23,-0.553805058417146,0.135,0.19,7.73636281810977e-19,"Magel2","Neuron"
3.37495597689125e-23,-0.396769542605637,0.217,0.281,7.839347743123e-19,"Rnf19a","Neuron"
3.80587206304708e-23,-0.387839978230609,0.259,0.324,8.84027962804576e-19,"Cep295","Neuron"
3.8882665840346e-23,-0.665762760011658,0.065,0.107,9.03166562139557e-19,"Rbm8a","Neuron"
4.05991036504702e-23,-0.467897603924505,0.146,0.202,9.43035979593123e-19,"Aldh5a1","Neuron"
4.08674778214262e-23,0.592184006206746,0.229,0.173,9.49269774836087e-19,"Vdac2","Neuron"
4.17174172040114e-23,-0.528811714286499,0.078,0.123,9.69012166814776e-19,"Tubg2","Neuron"
4.2795179771244e-23,-0.61132813976802,0.067,0.108,9.94046435726456e-19,"Katnb1","Neuron"
4.28165364554123e-23,-0.426694057267922,0.142,0.198,9.94542508786317e-19,"Dhx35","Neuron"
4.39407386505717e-23,0.493632617378113,0.809,0.8,1.02065547737548e-18,"Galntl6","Neuron"
4.51121834192477e-23,-0.430344683894037,0.162,0.22,1.04786579646229e-18,"Api5","Neuron"
4.53499747376106e-23,-0.418200426488823,0.151,0.207,1.05338921320522e-18,"Prkci","Neuron"
4.7880092689751e-23,0.380993722514054,0.567,0.53,1.11215879299754e-18,"Nell2","Neuron"
4.95331504156083e-23,-0.488019802562153,0.116,0.168,1.15055601785375e-18,"Rrp15","Neuron"
5.16749840039833e-23,-0.342451052020412,0.234,0.301,1.20030652844453e-18,"Cdk11b","Neuron"
5.22998928193393e-23,-0.38674825846451,0.209,0.271,1.21482191040761e-18,"Zfp788","Neuron"
5.25881271211522e-23,-0.545735474554236,0.086,0.132,1.22151701677012e-18,"Spg7","Neuron"
5.36722764080422e-23,-0.283109645301827,0.288,0.361,1.24669963640601e-18,"Palm","Neuron"
5.49915814708768e-23,1.54978746145891,0.126,0.082,1.27734445440553e-18,"Gal","Neuron"
5.61354324467172e-23,-0.532530672185779,0.095,0.143,1.30391382487235e-18,"Zfp955b","Neuron"
6.12486580037564e-23,-0.377094211077761,0.204,0.267,1.42268382811125e-18,"Ptpdc1","Neuron"
6.87670120160947e-23,-0.633353287636253,0.082,0.127,1.59732015510985e-18,"Usp42","Neuron"
7.26608764891134e-23,-0.373675671267725,0.133,0.188,1.68776683908913e-18,"Zfyve19","Neuron"
7.27622875522157e-23,-0.478555014899339,0.079,0.125,1.69012241526287e-18,"Brd2","Neuron"
7.32735976526926e-23,-0.287859730733776,0.306,0.376,1.70199912627674e-18,"Iws1","Neuron"
7.70580394889826e-23,0.62548877328567,0.216,0.161,1.78990414125009e-18,"Tmsb10","Neuron"
7.72358992376257e-23,0.869775517351775,0.113,0.071,1.79403546749157e-18,"Cuta","Neuron"
8.00903708101798e-23,-0.402154704972924,0.159,0.216,1.86033913317886e-18,"Lrrtm1","Neuron"
8.01413133550831e-23,-0.321846559768506,0.302,0.374,1.86152242661187e-18,"Casc3","Neuron"
8.16780526724568e-23,-0.2574430779872,0.328,0.404,1.89721780747583e-18,"Gripap1","Neuron"
8.23359521786105e-23,-0.281575180238101,0.397,0.467,1.91249949720476e-18,"Smarcad1","Neuron"
9.32119697905859e-23,-0.547887827589486,0.08,0.125,2.16512763429573e-18,"Pdha1","Neuron"
9.50902071042769e-23,-0.348087612172962,0.202,0.266,2.20875533061814e-18,"B3galnt2","Neuron"
1.04856214214657e-22,-0.48138568182505,0.112,0.163,2.43560014377806e-18,"Mknk1","Neuron"
1.06782507925141e-22,-0.6345380644184,0.063,0.103,2.48034409408517e-18,"Ccndbp1","Neuron"
1.07425819300962e-22,0.564718792800067,0.282,0.226,2.49528693072274e-18,"Bcap31","Neuron"
1.08312750417508e-22,-0.416567963366507,0.177,0.238,2.51588856669787e-18,"Klhl23","Neuron"
1.12005085487938e-22,-0.554591576962161,0.096,0.143,2.60165412571383e-18,"Chtop","Neuron"
1.14423127026214e-22,-0.588528054740248,0.065,0.106,2.6578203945649e-18,"4732491K20Rik","Neuron"
1.14565628734086e-22,-0.562870766890033,0.078,0.122,2.66113042423535e-18,"Nicn1","Neuron"
1.15146505936753e-22,-0.547717585159205,0.104,0.153,2.6746230398989e-18,"Zfp952","Neuron"
1.16372526128217e-22,-0.37912001464095,0.163,0.222,2.70310103690623e-18,"Ccdc93","Neuron"
1.17597868633174e-22,-0.383393520697299,0.222,0.285,2.73156329261136e-18,"Eif3a","Neuron"
1.19524503111437e-22,-0.640320209722184,0.073,0.115,2.77631515827246e-18,"Nop14","Neuron"
1.237008888374e-22,0.554362628403007,0.289,0.231,2.87332424591513e-18,"Arl6ip5","Neuron"
1.25145464038406e-22,-0.321008661205805,0.222,0.288,2.9068788386841e-18,"Nono","Neuron"
1.25462827270601e-22,-0.459477934534521,0.142,0.197,2.91425055184152e-18,"Usf2","Neuron"
1.32435026045249e-22,0.368904529620301,0.567,0.527,3.07620078497904e-18,"Clstn1","Neuron"
1.3322355690667e-22,-0.531536665920245,0.099,0.147,3.09451677982814e-18,"Nup85","Neuron"
1.37112762050476e-22,-0.42116042699613,0.128,0.182,3.18485523690846e-18,"Bivm","Neuron"
1.46946355767767e-22,-0.264693635412567,0.456,0.531,3.4132699517737e-18,"Gm26699","Neuron"
1.48245561113642e-22,0.286906083743043,0.665,0.631,3.44344789354769e-18,"Atp9a","Neuron"
1.51685935461963e-22,-0.300465488564007,0.328,0.399,3.52336090891047e-18,"Pex13","Neuron"
1.64548782740359e-22,-0.425016327128221,0.156,0.213,3.82213912549307e-18,"Plpp5","Neuron"
1.73571389503284e-22,-0.31303956407924,0.206,0.27,4.03171623538228e-18,"Abhd14b","Neuron"
1.81259643335584e-22,-0.383886724005007,0.19,0.249,4.21029899539894e-18,"Dap3","Neuron"
1.86952191312051e-22,0.451056529518734,0.638,0.619,4.34252549979631e-18,"Kctd16","Neuron"
1.93211628748769e-22,-0.552493627493869,0.096,0.143,4.48791971257641e-18,"Mak16","Neuron"
2.04295875855449e-22,-0.66445588017034,0.068,0.109,4.74538460437037e-18,"Ddx19a","Neuron"
2.09845652468626e-22,0.361286151157264,0.552,0.514,4.87429481554124e-18,"Diaph2","Neuron"
2.22101116202454e-22,-0.387307271641502,0.164,0.221,5.15896472715061e-18,"Rsph3a","Neuron"
2.38283043837222e-22,-0.601568102251933,0.074,0.117,5.53483854225098e-18,"Zfp330","Neuron"
2.47911539774377e-22,-0.456054720132469,0.131,0.185,5.75848924587922e-18,"Txndc9","Neuron"
2.58565293331408e-22,-0.467360127961149,0.106,0.156,6.00595463350194e-18,"Txlna","Neuron"
2.65976810187845e-22,-0.477040626619182,0.11,0.16,6.17810934704325e-18,"Gpr61","Neuron"
2.70450415776669e-22,0.697822983260989,0.191,0.139,6.28202225766047e-18,"Atp5d","Neuron"
2.73628213198445e-22,-0.54169766934969,0.092,0.139,6.35583613617348e-18,"0610037L13Rik","Neuron"
2.89694596507042e-22,-0.426467611883619,0.162,0.219,6.72902608766556e-18,"3830406C13Rik","Neuron"
2.91012739069267e-22,0.695714330431326,0.179,0.128,6.75964390310094e-18,"Eef2","Neuron"
2.95414450983719e-22,-0.495810694752276,0.097,0.144,6.86188686744982e-18,"Heatr1","Neuron"
3.28842553677532e-22,-0.539486294839674,0.09,0.136,7.6383548368217e-18,"Zfp61","Neuron"
3.39957735279811e-22,-0.316592760527959,0.207,0.271,7.89653827507945e-18,"Gnaz","Neuron"
3.44827704384834e-22,0.491255513708133,0.315,0.258,8.00965791745093e-18,"Rab21","Neuron"
3.61432791773749e-22,-0.483977485062741,0.126,0.178,8.39536088732064e-18,"Acly","Neuron"
3.65548314263252e-22,-0.255178529815847,0.404,0.48,8.49095624370682e-18,"Gon4l","Neuron"
3.73216786521618e-22,-0.376137752361983,0.112,0.164,8.66907951732413e-18,"C130026L21Rik","Neuron"
3.74186891805427e-22,0.376757498945283,0.51,0.457,8.69161312285646e-18,"Maged1","Neuron"
3.82938617808002e-22,-0.26632766524975,0.428,0.503,8.89489821444427e-18,"Catspere2","Neuron"
3.87535148995055e-22,-0.379344172547423,0.151,0.208,9.00166644085714e-18,"Tgfbrap1","Neuron"
4.12612860594039e-22,0.257482572336189,0.714,0.686,9.58417152587833e-18,"Basp1","Neuron"
4.14116527025644e-22,-0.362517870523128,0.206,0.266,9.61909868975166e-18,"D130040H23Rik","Neuron"
4.41653636159663e-22,-0.408766517025107,0.153,0.21,1.02587306607167e-17,"Tmem39a","Neuron"
4.53181396387163e-22,-0.436421278475813,0.162,0.219,1.0526497475281e-17,"Tsen15","Neuron"
4.78695022683707e-22,-0.29346535252514,0.239,0.305,1.11191279868972e-17,"Narf","Neuron"
4.82540759461768e-22,-0.308746067091506,0.186,0.248,1.12084567607779e-17,"Actl6a","Neuron"
4.93530409292339e-22,-0.481148453358199,0.133,0.186,1.14637243470425e-17,"Atad5","Neuron"
5.02425583762671e-22,-0.259490398613856,0.323,0.396,1.16703414596393e-17,"Abhd17b","Neuron"
5.69462474426547e-22,0.736025785671437,0.13,0.086,1.32274743559798e-17,"Atp6v1f","Neuron"
5.93630527483678e-22,-0.506783708544527,0.114,0.164,1.37888498923909e-17,"Atg14","Neuron"
5.95264562150123e-22,-0.287481852584642,0.379,0.449,1.38268052496231e-17,"Arhgap20","Neuron"
6.07738545551158e-22,-0.456708901921083,0.109,0.159,1.41165509360623e-17,"Kri1","Neuron"
6.11755927387398e-22,-0.321581151366811,0.222,0.286,1.42098666813545e-17,"Hnrnpul1","Neuron"
6.16532531344916e-22,-0.310517507170533,0.22,0.285,1.43208176380797e-17,"Carmil3","Neuron"
6.42925269276023e-22,-0.342642180442812,0.161,0.219,1.49338681547435e-17,"Zfp746","Neuron"
6.64691845041649e-22,-0.427488016032146,0.132,0.185,1.54394621766274e-17,"Mfap1b","Neuron"
7.00097088283408e-22,-0.292311899831394,0.285,0.354,1.6261855166647e-17,"Pwwp2a","Neuron"
7.1298358938631e-22,-0.547071895969505,0.097,0.143,1.65611828142652e-17,"Cacnb1","Neuron"
7.20274874137157e-22,-0.717454229944849,0.071,0.112,1.67305447764579e-17,"Dtwd1","Neuron"
7.56117430035196e-22,-0.389141508278544,0.225,0.287,1.75630956648575e-17,"Echdc1","Neuron"
7.65500366329875e-22,-0.657440548697404,0.075,0.117,1.77810425091103e-17,"Gm14325","Neuron"
7.98865156614536e-22,-0.375070179906797,0.225,0.287,1.85560398578424e-17,"Ap1ar","Neuron"
8.01836283488922e-22,0.801144574255942,0.12,0.078,1.86250531928807e-17,"Dpm3","Neuron"
8.04170472884327e-22,-0.264084696424603,0.322,0.395,1.86792717441572e-17,"Fam169a","Neuron"
8.5957340094442e-22,-0.355500239274495,0.229,0.293,1.9966170957137e-17,"Flrt3","Neuron"
8.673230549938e-22,-0.37599139976631,0.113,0.164,2.0146179921396e-17,"Tpp1","Neuron"
8.77772446522613e-22,-0.345148050033679,0.253,0.317,2.03888983878273e-17,"Rpgrip1l","Neuron"
9.05673254689859e-22,-0.313632380859221,0.255,0.32,2.10369783599361e-17,"Gnptab","Neuron"
9.11039620002511e-22,-0.321552079335396,0.263,0.328,2.11616282934183e-17,"Morc2a","Neuron"
9.51047300259449e-22,-0.37673879608558,0.24,0.303,2.20909266904265e-17,"Zfp426","Neuron"
9.65342995296828e-22,-0.439928220841441,0.135,0.188,2.24229870947547e-17,"Tmem25","Neuron"
9.73298846744705e-22,-0.498701943128227,0.105,0.154,2.2607785612186e-17,"Pomt1","Neuron"
1.00458979168323e-21,0.521813327533324,0.318,0.261,2.33346116812182e-17,"Vkorc1l1","Neuron"
1.02023874211623e-21,-0.381565945767966,0.198,0.258,2.36981055018758e-17,"Map3k10","Neuron"
1.03290761101123e-21,0.26557322717279,0.715,0.701,2.39923779885688e-17,"Setbp1","Neuron"
1.03606413760679e-21,-0.333511476192709,0.23,0.293,2.40656977883305e-17,"Trmt11","Neuron"
1.06016734951991e-21,-0.675622974402201,0.063,0.102,2.46255671946485e-17,"Mylip","Neuron"
1.07236159916044e-21,-0.627220174217517,0.083,0.127,2.49088152252987e-17,"Zfp553","Neuron"
1.13106925293897e-21,-0.725591372456965,0.068,0.108,2.62724766072665e-17,"Gm15396","Neuron"
1.13654823633959e-21,-0.285885718872008,0.338,0.41,2.63997424336959e-17,"Fnbp4","Neuron"
1.18086570713126e-21,0.633770868668993,0.198,0.147,2.74291486452449e-17,"Rfng","Neuron"
1.18470668386534e-21,-0.306196198809464,0.209,0.272,2.75183668528241e-17,"Ing4","Neuron"
1.21326866426802e-21,-0.488114808569404,0.134,0.185,2.81818045336176e-17,"Patl1","Neuron"
1.29532117128553e-21,-0.495072250559008,0.121,0.172,3.00877201666203e-17,"Wdr19","Neuron"
1.29807602111147e-21,-0.25762512338258,0.314,0.384,3.01517098183772e-17,"Phf24","Neuron"
1.29890242883667e-21,0.759765806914914,0.158,0.111,3.01709056170183e-17,"Nme1","Neuron"
1.4015966259157e-21,-0.554683492573635,0.11,0.159,3.25562864267698e-17,"Slc22a5","Neuron"
1.42994543738481e-21,-0.539887884029333,0.143,0.195,3.32147726195745e-17,"B230307C23Rik","Neuron"
1.5141643577879e-21,0.319050414001531,0.576,0.541,3.51710097026973e-17,"B230209E15Rik","Neuron"
1.52538211312019e-21,-0.344764551583201,0.204,0.265,3.54315757235557e-17,"Med6","Neuron"
1.59405776626898e-21,-0.480812694666226,0.095,0.141,3.70267737948959e-17,"Tjap1","Neuron"
1.59870916371153e-21,-0.457233916341535,0.139,0.192,3.71348164546915e-17,"Mettl3","Neuron"
1.61461560651894e-21,-0.538066215740701,0.08,0.124,3.75042913082219e-17,"Gdpd2","Neuron"
1.6305287849481e-21,-0.274109544543875,0.43,0.501,3.78739226167745e-17,"Ccdc148","Neuron"
1.64263421665068e-21,-0.328507221861951,0.23,0.293,3.81551075843619e-17,"Fam227a","Neuron"
1.6477610620926e-21,0.471443695755106,0.595,0.562,3.82741939502868e-17,"Kcnq5","Neuron"
1.70754052433585e-21,0.671570198818399,0.161,0.113,3.96627512992731e-17,"Ndufb10","Neuron"
1.79352677953304e-21,-0.325025461885146,0.282,0.348,4.16600400349935e-17,"Plekha7","Neuron"
1.87642154252294e-21,0.327945678650437,0.563,0.528,4.35855195897228e-17,"Tmem132b","Neuron"
1.97562589487421e-21,0.317319014545576,0.816,0.823,4.5889838286138e-17,"Prkg1","Neuron"
2.07094819414218e-21,-0.440990038461194,0.125,0.176,4.81039846535346e-17,"Mcm3ap","Neuron"
2.15831000990571e-21,-0.47331516296444,0.134,0.185,5.01332249100898e-17,"Ttc9c","Neuron"
2.16531891676062e-21,-0.314947761227423,0.208,0.27,5.02960277985156e-17,"Wdr12","Neuron"
2.31864933821759e-21,-0.484830147025532,0.131,0.182,5.38575868281182e-17,"Zfp37","Neuron"
2.36381961900594e-21,-0.255285387476962,0.38,0.45,5.490680211027e-17,"Abca5","Neuron"
2.3687400783129e-21,0.582473322983082,0.219,0.167,5.50210945390521e-17,"Rpl38","Neuron"
2.43480492974936e-21,-0.464627789409185,0.139,0.192,5.65556489082182e-17,"Bean1","Neuron"
2.44874037435782e-21,-0.348703930334492,0.324,0.388,5.68793414155835e-17,"Zfp182","Neuron"
2.45348186380328e-21,0.670048224408998,0.175,0.126,5.69894767324225e-17,"Inafm1","Neuron"
2.82317187560023e-21,-0.263042559744276,0.346,0.416,6.55766363264422e-17,"Ccl25","Neuron"
2.83349180871863e-21,-0.537243036643905,0.096,0.141,6.58163477329164e-17,"Ctnna1","Neuron"
2.83766184420756e-21,-0.48395473559056,0.102,0.15,6.59132093172533e-17,"Fbxl16","Neuron"
2.84638783129355e-21,-0.701855544552456,0.066,0.105,6.61158965452865e-17,"Hps3","Neuron"
2.96689841309101e-21,-0.62022434628448,0.073,0.114,6.89151163392781e-17,"Gm17178","Neuron"
3.07974951401346e-21,0.320897610641526,0.609,0.576,7.15364217115046e-17,"Syn1","Neuron"
3.096603007723e-21,-0.439738428017618,0.164,0.218,7.19278946633898e-17,"Cnst","Neuron"
3.20506775298127e-21,-0.539879790534423,0.088,0.133,7.4447313766249e-17,"Cox17","Neuron"
3.23822935080655e-21,0.400636326788376,0.674,0.664,7.52175913605345e-17,"Frmpd4","Neuron"
3.26342341972417e-21,0.371607711882004,0.436,0.383,7.58027991933531e-17,"Cul3","Neuron"
3.29919545197869e-21,-0.518724932558674,0.098,0.144,7.66337119585609e-17,"Cdan1","Neuron"
3.37638231389636e-21,-0.3155790908546,0.204,0.267,7.84266083871846e-17,"Rpl37a","Neuron"
3.50215260100031e-21,-0.365137318892481,0.217,0.278,8.13480006160352e-17,"Gm4924","Neuron"
3.59035172269385e-21,-0.534032409772203,0.082,0.125,8.33966898147327e-17,"Nwd1","Neuron"
3.61975317343149e-21,-0.399617242187362,0.15,0.203,8.40796267124666e-17,"Taok2","Neuron"
3.76115485813352e-21,-0.719010595471031,0.063,0.101,8.73641050447253e-17,"Tmem69","Neuron"
3.82447495977771e-21,-0.472953536113101,0.114,0.163,8.88349043657166e-17,"Exosc8","Neuron"
3.86045673227322e-21,-0.415330755834872,0.106,0.154,8.96706889772423e-17,"Snrpa1","Neuron"
3.96452061998985e-21,-0.524485585341935,0.11,0.158,9.20878849611244e-17,"4921511C10Rik","Neuron"
4.04294098952604e-21,-0.376337158427281,0.203,0.262,9.39094333047108e-17,"Exosc1","Neuron"
4.04908047116205e-21,-0.396664791807583,0.163,0.218,9.40520411841521e-17,"B230217O12Rik","Neuron"
4.13203991797557e-21,0.275261485237172,0.662,0.635,9.59790232147365e-17,"Bcas3","Neuron"
4.36387257339721e-21,-0.547023631040966,0.087,0.131,1.0136403213487e-16,"Mum1","Neuron"
4.73401629629287e-21,-0.552873051391878,0.118,0.167,1.09961730530291e-16,"Tmem126b","Neuron"
4.82612504154233e-21,-0.397060698941937,0.216,0.276,1.12101232464945e-16,"Srrt","Neuron"
4.97951763557629e-21,-0.384167040062505,0.119,0.169,1.15664235639166e-16,"Rbck1","Neuron"
5.04531335591809e-21,-0.498589639520862,0.129,0.18,1.17192538631265e-16,"Ripk2","Neuron"
5.07288284687005e-21,-0.362678373702275,0.134,0.186,1.17832922767097e-16,"Fastk","Neuron"
5.11282694479613e-21,0.471234962018959,0.296,0.237,1.18760744273725e-16,"Bmyc","Neuron"
5.15538631489043e-21,0.468084831180825,0.394,0.343,1.19749313322275e-16,"Pcdh19","Neuron"
5.21641647370641e-21,0.421263829324117,0.378,0.323,1.21166921851253e-16,"Nceh1","Neuron"
5.23475391432842e-21,-0.290645888996527,0.238,0.304,1.21592863922021e-16,"Vps29","Neuron"
5.40624918606817e-21,-0.606630933079181,0.07,0.11,1.25576356093991e-16,"Gpd1l","Neuron"
5.67030272218861e-21,-0.278955915824352,0.236,0.301,1.31709791630997e-16,"Rab36","Neuron"
5.90832314055046e-21,-0.299665796664383,0.308,0.377,1.37238529908706e-16,"Sec23a","Neuron"
5.98267699421808e-21,-0.482376506679772,0.114,0.163,1.38965621221698e-16,"Tdp2","Neuron"
6.02834374003156e-21,0.671633426271377,0.165,0.118,1.40026368393453e-16,"Ncdn","Neuron"
6.02918816866907e-21,-0.498795634561706,0.094,0.14,1.40045982781845e-16,"Exosc3","Neuron"
6.25910726467397e-21,-0.492594238758604,0.099,0.145,1.45386543543847e-16,"Dzip1l","Neuron"
6.61429727060252e-21,-0.359816580790749,0.195,0.255,1.53636897001555e-16,"Cdc26","Neuron"
6.75349712121757e-21,0.760193507254277,0.148,0.103,1.56870231131642e-16,"Cldnd1","Neuron"
6.79012151498763e-21,-0.453380069914092,0.124,0.173,1.57720942550133e-16,"Plekha8","Neuron"
6.84540707578006e-21,-0.650921545988134,0.08,0.122,1.59005115556219e-16,"Mum1l1","Neuron"
6.87140172910536e-21,-0.354375603371105,0.254,0.316,1.59608919363659e-16,"Eif2s2","Neuron"
7.16590168865922e-21,-0.325308908085877,0.239,0.303,1.66449564424176e-16,"Nup205","Neuron"
7.34452552747033e-21,-0.492118694652916,0.095,0.14,1.70598638952081e-16,"Fam160b1","Neuron"
7.51675148632869e-21,-0.407516794922717,0.156,0.211,1.74599103524443e-16,"Ash2l","Neuron"
8.3258029997447e-21,-0.265242700024866,0.222,0.286,1.9339175207807e-16,"Chid1","Neuron"
8.44474458814446e-21,-0.290339670451294,0.223,0.286,1.96154527293419e-16,"Rnf10","Neuron"
8.70148351884091e-21,-0.374925672548035,0.24,0.301,2.02118059175637e-16,"Ccdc58","Neuron"
8.77869802508397e-21,0.638955321533538,0.224,0.173,2.0391159772665e-16,"Cox6c","Neuron"
8.84208150473183e-21,-0.286806770858788,0.215,0.276,2.05383869191911e-16,"Dgcr8","Neuron"
8.9197878683719e-21,-0.530354097109458,0.096,0.141,2.07188832606542e-16,"Gtf2e1","Neuron"
9.20589502420938e-21,-0.56398262931414,0.111,0.158,2.13834529622336e-16,"Elac1","Neuron"
9.23978739116454e-21,-0.541659436751232,0.128,0.177,2.1462178152197e-16,"Tmem263","Neuron"
9.30319912301995e-21,-0.503197536902293,0.112,0.159,2.16094709229507e-16,"Fam210a","Neuron"
9.44255801457336e-21,-0.448336735573442,0.111,0.159,2.1933173756251e-16,"Senp3","Neuron"
9.48865792040444e-21,-0.443679738905592,0.155,0.209,2.20402546175154e-16,"Pold3","Neuron"
9.55907041577095e-21,-0.644104842862331,0.086,0.129,2.22038087617528e-16,"Pms1","Neuron"
9.61648282382256e-21,-0.350758575663597,0.204,0.264,2.2337166303175e-16,"Prpf38b","Neuron"
1.13798402959697e-20,0.911670568006601,0.1,0.062,2.64330930394783e-16,"Tmem176b","Neuron"
1.16784524490739e-20,-0.273998202430594,0.357,0.43,2.7126709348709e-16,"Me3","Neuron"
1.17529813628913e-20,-0.365532820725013,0.242,0.303,2.72998251097239e-16,"Dcp1b","Neuron"
1.22185609418948e-20,-0.682306159784887,0.066,0.105,2.83812733558333e-16,"Mrps22","Neuron"
