"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,3.57228136981855,0.562,0.198,0,"Ptgds"
4.6435760172884e-212,2.49852850583222,0.207,0.077,1.07860983729575e-207,"Cldn11"
3.48387205422489e-70,2.36187601869905,0.136,0.072,8.09233800755358e-66,"H2-D1"
2.77888961533736e-187,2.32679605525471,0.235,0.106,6.45480479850561e-183,"Mal"
1.08839141587223e-194,2.2442075208825,0.236,0.105,2.52811558078801e-190,"Trf"
5.36929009939539e-213,2.18614003734774,0.209,0.077,1.24717870428756e-208,"Cd9"
8.84263597366211e-210,2.15065618793223,0.3,0.151,2.05396748396224e-205,"mt-Cytb"
0,2.14268134324803,0.659,0.448,0,"Cst3"
2.75517191210166e-253,2.12178519465571,0.392,0.212,6.39971331742974e-249,"Plp1"
4.74268969123862e-201,2.11955304448739,0.196,0.071,1.10163196148091e-196,"Cd63"
0,2.04973055495038,0.498,0.288,0,"mt-Co3"
0,1.9955135124899,0.669,0.39,0,"Cd81"
2.86065814500511e-185,1.98932187350507,0.238,0.107,6.64473673921786e-181,"Apod"
4.24702838728793e-162,1.9528405393334,0.256,0.131,9.86499753799241e-158,"mt-Nd4"
1.29902374659008e-59,1.95104338475266,0.104,0.051,3.01737235857944e-55,"Hcrt"
1.49549428220631e-101,1.93627219740875,0.103,0.035,3.47373411870882e-97,"Pllp"
2.87473873272513e-188,1.88797111977342,0.319,0.178,6.67744312837394e-184,"mt-Co1"
8.54943142282544e-245,1.83919553308167,0.49,0.33,1.98586193089389e-240,"Scd2"
1.0612006746039e-231,1.80601430019751,0.266,0.114,2.46495692696993e-227,"Spcs1"
6.77241628516231e-178,1.79246167446302,0.263,0.126,1.5730968547175e-173,"Oxt"
0,1.77757714146488,0.516,0.311,0,"Fth1"
3.80471725338342e-168,1.77310647660557,0.346,0.208,8.83759723615902e-164,"mt-Co2"
3.56356652534553e-180,1.7694428502936,0.281,0.146,8.27745232507259e-176,"Sec11c"
0,1.75592455525302,0.351,0.159,0,"Dad1"
5.05684587338995e-176,1.73143527419934,0.192,0.074,1.17460415947102e-171,"Ppp1r14b"
2.38712855280819e-74,1.72933210083791,0.134,0.068,5.54482220246286e-70,"Tmem176b"
6.39821793078426e-59,1.72881962268808,0.171,0.109,1.48617806096257e-54,"Cnp"
0,1.69926565384128,0.806,0.552,0,"Itm2b"
0,1.69855474002231,0.466,0.255,0,"Actb"
5.4827865659233e-165,1.68684086554093,0.243,0.119,1.27354166353266e-160,"Rpl18"
1.35033589668674e-137,1.66601939576636,0.192,0.087,3.13656022082397e-133,"Ndufb11"
6.21061449063848e-99,1.65619735839624,0.138,0.061,1.44260153388551e-94,"Cmtm5"
5.86347707350004e-102,1.65572847117518,0.148,0.067,1.36196845463259e-97,"Cryab"
8.78168855020845e-86,1.63087748012373,0.13,0.06,2.03981061644242e-81,"Olig1"
1.56259294967866e-184,1.6282296293658,0.302,0.162,3.62959090351359e-180,"Fau"
5.52665972720628e-219,1.62573299259692,0.288,0.135,1.28373252143547e-214,"Ndufa13"
4.72186112183729e-100,1.61128861558245,0.164,0.08,1.09679390138037e-95,"Rpl18a"
2.00585270195089e-85,1.60693463718821,0.128,0.058,4.65919465609152e-81,"Gstm5"
1.32560584649146e-89,1.60142836353552,0.173,0.092,3.07911726023037e-85,"mt-Nd1"
2.86503333803605e-294,1.59677112972086,0.356,0.165,6.65489943759013e-290,"Cox4i1"
2.03966201480976e-105,1.57564216331426,0.195,0.104,4.7377269280001e-101,"Selenos"
1.16225438496043e-126,1.55299605037953,0.215,0.111,2.69968448538609e-122,"Rpl23"
1.27336282500387e-265,1.55264310885832,0.41,0.233,2.957767169919e-261,"Selenok"
1.98451295760489e-132,1.54742140896095,0.282,0.167,4.60962669792465e-128,"Stmn4"
2.46573882074541e-129,1.54318849669181,0.231,0.122,5.72741813282745e-125,"Rps10"
1.25798896513326e-102,1.54021526106542,0.186,0.097,2.92205676821154e-98,"Krtcap2"
6.31359991966856e-93,1.53712473642841,0.247,0.152,1.46652298934061e-88,"Ctsd"
0,1.53482075141613,0.577,0.353,0,"Bsg"
2.41162730635611e-253,1.52545457841195,0.358,0.185,5.60172790720398e-249,"Ndufc2"
1.73607009939271e-95,1.51845189875118,0.22,0.129,4.03254362686939e-91,"mt-Nd2"
2.17443409516011e-84,1.50965576584126,0.16,0.084,5.0507755162379e-80,"Rps4x"
4.74195985877648e-107,1.50669228603344,0.21,0.115,1.1014624359966e-102,"Tpt1"
9.23909646791878e-115,1.49896579676248,0.184,0.09,2.14605732756817e-110,"Dbi"
3.23947997774491e-133,1.4969809086455,0.268,0.154,7.52466409230589e-129,"Rps24"
2.84803199693162e-91,1.49255123825322,0.161,0.082,6.61540872247276e-87,"Tubb3"
0,1.4895641949808,0.518,0.302,0,"Arl6ip1"
1.00194109859096e-136,1.48272974798983,0.206,0.099,2.32730878380708e-132,"Tmx2"
4.26709500474285e-199,1.45436624252836,0.307,0.159,9.91160827701669e-195,"Ndufa4"
5.50506467458622e-98,1.44296738894598,0.154,0.073,1.27871642261289e-93,"Arxes2"
3.54985572112606e-45,1.44092903576202,0.1,0.054,8.24560486903162e-41,"Fabp5"
3.99986073282889e-291,1.43157198348153,0.432,0.244,9.29087651021494e-287,"Gapdh"
0,1.42387499005545,0.662,0.436,0,"Ubb"
7.96212613411266e-93,1.42218345974487,0.342,0.246,1.84944265843169e-88,"mt-Atp6"
4.2015063218171e-51,1.41369525368144,0.106,0.057,9.75925888431676e-47,"Gpr37"
6.30776602568016e-74,1.41132093721781,0.161,0.09,1.46516789244499e-69,"Rps3"
4.38139879351268e-74,1.40432777655906,0.12,0.056,1.01771131175713e-69,"Arxes1"
8.40698418824782e-93,1.38936105807228,0.2,0.113,1.9527742872462e-88,"Elob"
1.29525824794832e-149,1.38522264674707,0.436,0.318,3.00862585833437e-145,"Lamp1"
5.50683294093136e-90,1.37902323712094,0.179,0.097,1.27912715551954e-85,"Cox5b"
6.95522424905175e-55,1.37846854329363,0.153,0.094,1.61555948856974e-50,"Degs1"
2.41344697733184e-49,1.37844193984956,0.147,0.092,5.60595463894639e-45,"Cldnd1"
3.69484608420672e-83,1.37208990584763,0.196,0.114,8.58238848439538e-79,"Rps16"
2.66196604092039e-154,1.36959259737232,0.276,0.148,6.18321471984988e-150,"Tmsb4x"
2.12102783910495e-194,1.36835931248229,0.332,0.184,4.92672346467298e-190,"Fkbp2"
2.31307214554785e-41,1.36289761330292,0.1,0.056,5.37280397967855e-37,"Psmb6"
1.82166937884948e-182,1.35723172617131,0.36,0.219,4.23137363319156e-178,"Timp2"
3.58065232621113e-55,1.35327956607991,0.124,0.068,8.31713922332322e-51,"Pcp4"
7.18047768398653e-82,1.35037623005694,0.179,0.1,1.66788135643639e-77,"Ndufs7"
0,1.34212516322982,0.517,0.327,0,"Itm2c"
1.11277778291251e-55,1.33095018436542,0.138,0.079,2.58476023414918e-51,"Btf3"
2.52544168689566e-81,1.32791636422574,0.152,0.078,5.86609595032124e-77,"Chchd10"
5.91442233235028e-106,1.3244972510346,0.227,0.129,1.37380201935832e-101,"Chchd2"
1.55985381424939e-79,1.32388953491104,0.163,0.088,3.62322843973849e-75,"Ndufb8"
4.5122214905545e-34,1.32177445816165,0.107,0.067,1.048098807826e-29,"Rpl7"
8.68444626600494e-129,1.314759301414,0.238,0.128,2.01722317866763e-124,"Rps7"
0,1.31276509945269,0.574,0.42,0,"Caly"
2.46210373987975e-61,1.30873418956231,0.152,0.089,5.71897456699268e-57,"Ddost"
5.2450881190533e-220,1.30285325184379,0.476,0.316,1.2183290682937e-215,"Ckb"
2.37792877118411e-86,1.30052330430903,0.209,0.123,5.52345294970645e-82,"Rpl28"
9.28159564416201e-53,1.29489619856088,0.11,0.058,2.15592903622595e-48,"Tmem14c"
7.7999395247139e-40,1.29488776275125,0.117,0.071,1.81176995280054e-35,"Tmem205"
3.63791230037933e-131,1.29350535313564,0.322,0.203,8.45014269132111e-127,"Ubc"
1.52282921801836e-107,1.29206340122666,0.222,0.124,3.53722770761305e-103,"Rab3a"
2.01563326734898e-84,1.28766734245642,0.176,0.096,4.68191295339821e-80,"Ndufa11"
1.15146359678475e-186,1.28279641973318,0.427,0.284,2.67461964261161e-182,"Ppia"
1.37556702706212e-53,1.27578113316186,0.114,0.061,3.1951670904599e-49,"Mageh1"
8.76958978050229e-37,1.27473913914337,0.185,0.133,2.03700031421507e-32,"Ly6e"
0,1.27116922619857,0.596,0.432,0,"Stmn3"
3.10233097801311e-38,1.26986925152735,0.139,0.091,7.20609439572886e-34,"Npc2"
1.1811829049733e-107,1.26976778382816,0.272,0.168,2.74365165167199e-103,"Rps27a"
7.11972080826314e-92,1.26885681243594,0.205,0.117,1.65376874934336e-87,"Tmem147"
1.43169955261101e-146,1.26592040310506,0.306,0.182,3.32555172080485e-142,"Nenf"
1.88535961547963e-270,1.26586119736866,0.478,0.305,4.37931331483608e-266,"Serinc1"
1.38877362097059e-36,1.2649190584009,0.121,0.077,3.22584336679048e-32,"Omg"
1.70542857042028e-220,1.26389268462261,0.414,0.254,3.96136948337224e-216,"Ndn"
1.62947843868826e-75,1.26106193380484,0.183,0.105,3.78495251738509e-71,"Atp1b2"
5.96723348360651e-62,1.2521698598809,0.193,0.124,1.38606899357212e-57,"Rps5"
1.02243743461796e-255,1.24952774907514,0.447,0.269,2.37491767313059e-251,"Rabac1"
2.01543035173974e-269,1.24758276114495,0.534,0.366,4.68144162102106e-265,"Hspa8"
2.00452860689695e-100,1.2450863100478,0.195,0.104,4.65611904810024e-96,"Rtl8a"
2.71688881030303e-71,1.24266644455243,0.176,0.103,6.31078932857188e-67,"Eef1b2"
3.77219107722316e-68,1.23931438240903,0.187,0.114,8.76204543417396e-64,"Rpl14"
2.642091390604e-167,1.23690621724137,0.347,0.213,6.13704988209497e-163,"Ssbp4"
1.15214592558654e-29,1.23498597944035,0.105,0.068,2.67620455595242e-25,"Rpl39"
4.89160355558112e-105,1.23431542689504,0.262,0.161,1.13622167389038e-100,"Selenom"
1.96174977423142e-53,1.23402526618582,0.135,0.078,4.55675237558475e-49,"Mif"
1.65488305667443e-44,1.2337690725498,0.158,0.104,3.84396236404338e-40,"Rpl34"
4.73295652871423e-24,1.2313354137721,0.381,0.352,1.09937114248974e-19,"Apoe"
3.81200198054615e-135,1.23105493755706,0.284,0.165,8.8545182004126e-131,"Tm2d3"
2.45549972326193e-99,1.22608963495114,0.261,0.162,5.7036347571928e-95,"Rpl8"
2.74964458793266e-69,1.22419329364948,0.216,0.139,6.38687444884999e-65,"Rps3a1"
4.70408348410203e-233,1.21887693675028,0.645,0.517,1.09266451168722e-228,"Aplp1"
9.11449974628941e-58,1.21026779705535,0.133,0.074,2.1171160010681e-53,"Bax"
3.95874136369304e-129,1.20668733999784,0.302,0.184,9.19536443958618e-125,"Aldoa"
4.68345553974874e-70,1.20657574472156,0.167,0.096,1.08787305277284e-65,"Tuba1b"
1.54424964236532e-84,1.20602696615032,0.213,0.128,3.58698306928617e-80,"Ndufb5"
3.30519272348597e-91,1.19893257947578,0.312,0.219,7.6773016581132e-87,"Rpl21"
5.4363965843801e-105,1.19760897004892,0.261,0.16,1.26276619861981e-100,"Tomm20"
6.53343670090507e-30,1.19724366272776,0.115,0.076,1.51758667688623e-25,"Tmem258"
1.91285569518542e-27,1.19256746610645,0.139,0.1,4.44318120877669e-23,"Taldo1"
1.19586101212189e-102,1.19040481906001,0.258,0.158,2.77774595895673e-98,"Rplp1"
2.27549646936312e-34,1.18357334751317,0.108,0.067,5.28552319903665e-30,"Atp5k"
0,1.18278349935711,0.76,0.662,0,"Pcsk1n"
2.48475615758166e-32,1.18270999726098,0.133,0.09,5.77159160283069e-28,"H2afj"
6.16557368518897e-103,1.18083538055652,0.277,0.177,1.43213945559569e-98,"Thy1"
1.01711831150252e-77,1.17908472412316,0.191,0.112,2.36256241395806e-73,"Gpx4"
3.59508653739787e-205,1.17368657986141,0.443,0.294,8.35066700906776e-201,"Pgrmc1"
3.87904236464572e-116,1.17072371557905,0.258,0.151,9.01023960459909e-112,"Gm1673"
8.76260355350373e-54,1.16336215368845,0.115,0.062,2.03537755340785e-49,"Nat8l"
1.17371935698338e-44,1.16042455986269,0.15,0.096,2.726315322401e-40,"Rer1"
1.07830964859746e-57,1.15647677065107,0.185,0.118,2.50469765176217e-53,"Endod1"
1.76034194951526e-69,1.15624126401466,0.172,0.099,4.08892228033404e-65,"Mt1"
1.62961418463509e-80,1.15028418938482,0.196,0.114,3.78526782807038e-76,"Tmem259"
3.07869357496036e-38,1.15009392987574,0.146,0.097,7.15118943591792e-34,"Nsmce3"
1.18756409043595e-69,1.14392760091311,0.182,0.109,2.75847386926462e-65,"Cnpy2"
3.16652025603963e-61,1.14275627251232,0.169,0.102,7.35519325072884e-57,"Emc4"
4.72616220718192e-72,1.14179188964293,0.272,0.19,1.09779295748422e-67,"Tkt"
2.34618705179804e-90,1.14132226930144,0.382,0.292,5.4497232839165e-86,"Tmbim6"
1.11640123007627e-44,1.14130238075064,0.147,0.094,2.59317677722117e-40,"Pam16"
1.27976727887757e-46,1.13998627692294,0.16,0.103,2.97264343537683e-42,"Rpl29"
1.39500482133584e-78,1.13902304688758,0.2,0.119,3.24031719899889e-74,"Mag"
2.18065047301382e-54,1.13707887956095,0.172,0.109,5.06521491871651e-50,"Rpl32"
5.92224039624655e-33,1.13615788702835,0.106,0.066,1.37561799924015e-28,"Cuta"
4.5811615857655e-59,1.13302001657721,0.185,0.117,1.06411221314161e-54,"Arf1"
8.83381304929712e-114,1.13227016186934,0.328,0.217,2.05191809509074e-109,"Rps2"
1.64883684515326e-27,1.13166621870167,0.107,0.07,3.82991822392199e-23,"Creg1"
2.12920632536029e-65,1.12312920130251,0.26,0.183,4.94572045254689e-61,"Rpsa"
2.51993650390869e-135,1.12179863675494,0.455,0.334,5.8533085112791e-131,"Ptn"
1.64749077763883e-33,1.11831848819869,0.156,0.11,3.82679157829947e-29,"Cers2"
2.54473921234626e-34,1.11745211485781,0.167,0.119,5.9109202424379e-30,"Ftl1"
1.32987688167516e-38,1.1110054832004,0.175,0.123,3.08903802075505e-34,"Tmsb10"
4.49279176119993e-35,1.10238748122959,0.119,0.075,1.04358567029152e-30,"Ran"
3.65410790221903e-31,1.09803855402687,0.115,0.075,8.48776183527437e-27,"Rpl7a"
2.61428665849594e-07,1.09773141674524,0.134,0.116,0.00607246505035437,"Hexb"
1.32236569009437e-155,1.09768170472238,0.406,0.272,3.0715910249512e-151,"Prnp"
1.47772269016814e-74,1.09020606344734,0.225,0.144,3.43245426472254e-70,"H2afz"
4.35123991139896e-33,1.08517209201136,0.157,0.11,1.01070600661975e-28,"Eef2"
4.44932424447639e-104,1.08481788471807,0.319,0.213,1.03348903550698e-99,"Tuba1a"
1.61786188239952e-99,1.08411679299155,0.369,0.267,3.75796958043759e-95,"Rps8"
2.8870547806718e-119,1.08376607915334,0.339,0.227,6.70605084454447e-115,"Nrsn2"
5.68446646895777e-51,1.07745460031862,0.207,0.143,1.32038787140951e-46,"Rps11"
4.83451751747369e-25,1.07595051584277,0.179,0.138,1.12296172895879e-20,"Sypl"
1.52874453866717e-45,1.07204285975413,0.167,0.11,3.55096781441609e-41,"Map1lc3a"
1.37623015375743e-122,1.06246293879204,0.447,0.337,3.19670740114776e-118,"Reep5"
7.95964000227162e-32,1.06141323147208,0.141,0.097,1.84886517972765e-27,"Pmepa1"
1.86158478313034e-64,1.06140520333426,0.251,0.175,4.32408913425516e-60,"Rps21"
1.50540844003037e-122,1.06005106555641,0.415,0.301,3.49676272450255e-118,"Ctsb"
1.16784984276265e-55,1.055746929759,0.165,0.102,2.71268161476909e-51,"Mesd"
9.26770749588638e-28,1.05360955434679,0.174,0.132,2.15270309714449e-23,"Sgk3"
5.446332925245e-51,1.04701504627752,0.193,0.129,1.26507421187591e-46,"Gnai2"
5.65820218000183e-40,1.04648042402113,0.101,0.057,1.31428720237083e-35,"Opalin"
5.23592682069575e-69,1.03932633992692,0.276,0.194,1.21620108191121e-64,"Tmem50a"
2.87047849266119e-52,1.03698632219694,0.164,0.103,6.66754744275342e-48,"Ube2m"
5.17774445073856e-104,1.0329680603957,0.387,0.285,1.20268648101755e-99,"Tmed10"
1.84685859587021e-57,1.02687241830184,0.27,0.199,4.28988314648732e-53,"Rpl11"
2.89876601361287e-31,1.02637362328908,0.161,0.116,6.73325369641998e-27,"Tm2d2"
4.458014943224e-76,1.0255872660019,0.304,0.218,1.03550771101207e-71,"Rpl9"
1.1657798727922e-43,1.02414481825581,0.158,0.104,2.70787348852173e-39,"Ssr2"
9.71852646193222e-33,1.01909084923349,0.115,0.073,2.25741932657762e-28,"Vps28"
4.31082472122747e-39,1.01881186163849,0.209,0.154,1.00131836624672e-34,"Tmbim4"
3.98876128431268e-20,1.01873021897531,0.151,0.117,9.26509471120149e-16,"Sparc"
4.49121660375441e-29,1.01824701193556,0.115,0.076,1.04321979272007e-24,"Drap1"
1.19218691127178e-45,1.01749637029118,0.183,0.125,2.7692117575021e-41,"Psenen"
4.0006460717175e-40,1.01709464687488,0.121,0.074,9.29270069538542e-36,"Selenop"
1.58592524831517e-69,1.01455913144816,0.263,0.182,3.68378716678649e-65,"Ergic3"
1.55107696012386e-26,1.01295905109702,0.114,0.077,3.60284156297569e-22,"Smpd1"
8.09566693201142e-97,1.00747753642247,0.324,0.226,1.88046151496761e-92,"Nsg1"
9.04267024014786e-44,1.00632240405454,0.2,0.142,2.10043144338154e-39,"Rpl38"
3.15625982099907e-54,1.00409677382182,0.183,0.118,7.33136031221664e-50,"Ugt8a"
1.063870745599e-67,1.00139788529436,0.291,0.211,2.47115896787736e-63,"Rpl19"
1.30123553826882e-29,1.00122475398569,0.172,0.127,3.02250990829082e-25,"Rplp2"
1.13476956058057e-115,0.997226515711854,0.39,0.278,2.63584273531655e-111,"Slc25a4"
3.85681186266587e-32,0.99015107518115,0.161,0.114,8.95860259460029e-28,"Atp5d"
9.20594164677411e-36,0.989254490130637,0.167,0.117,2.13835612571269e-31,"Cyc1"
3.17235570076995e-39,0.987640829600943,0.209,0.154,7.36874782174844e-35,"Atp5g1"
1.59043600826143e-246,0.98738505782026,0.648,0.532,3.69426475998966e-242,"Syt11"
8.03490034073377e-42,0.987006270912315,0.224,0.166,1.86634665114564e-37,"Rpl15"
2.15289886726501e-36,0.985844113335964,0.118,0.073,5.00075348888317e-32,"Cuedc2"
5.43691538873335e-20,0.98314671140427,0.106,0.075,1.26288670649498e-15,"Psmb5"
2.16993186170042e-35,0.981303230579627,0.163,0.114,5.04031772835775e-31,"Sdc3"
1.99127406915405e-29,0.977221225860723,0.136,0.093,4.62533140783103e-25,"Tmem9b"
2.68547943969433e-184,0.976548994312142,0.607,0.536,6.237831642522e-180,"Resp18"
9.58317726841711e-41,0.975378046128534,0.274,0.218,2.22598041590793e-36,"Ddrgk1"
3.47217979330184e-25,0.974029216090403,0.112,0.076,8.06517922388152e-21,"1500011B03Rik"
5.85359117337223e-23,0.97294588130703,0.124,0.088,1.3596721577509e-18,"Nme1"
0,0.972635445682877,0.709,0.593,0,"Tecr"
2.85955051045149e-44,0.972573444869548,0.187,0.128,6.64216392567673e-40,"Tgoln1"
7.87432193099062e-43,0.971316937139028,0.227,0.168,1.8290474981305e-38,"Selenof"
7.60982058093177e-94,0.969903231879869,0.38,0.281,1.76760912453883e-89,"Rpl13"
3.77845134042841e-15,0.966877327111407,0.18,0.149,8.77658677354711e-11,"Plpp3"
1.86517977811438e-60,0.966515646410371,0.251,0.177,4.33243958860408e-56,"Actg1"
5.40268291820094e-33,0.965093450127784,0.119,0.077,1.25493518823972e-28,"Nptxr"
5.81536602609021e-33,0.964580566569917,0.202,0.152,1.35079322054023e-28,"Rpl35a"
7.87909160854507e-27,0.964152575651691,0.151,0.11,1.83015539883285e-22,"Rps19"
1.57470501967524e-200,0.961850363950157,0.618,0.496,3.65772481970166e-196,"Psap"
0.146377085228751,0.959118140455718,0.103,0.111,1,"Tma16"
5.19671212050748e-48,0.95698783412343,0.245,0.179,1.20709229135148e-43,"Efnb3"
4.33827053511269e-26,0.953501767715162,0.111,0.074,1.00769347989598e-21,"Atp6v1f"
4.59570989990853e-33,0.949913996854995,0.163,0.115,1.06749149555075e-28,"Cox6b1"
3.9908147795265e-21,0.949812122034297,0.119,0.086,9.26986456988415e-17,"Uqcrb"
1.72526906500188e-96,0.94962841002379,0.363,0.266,4.00745498418636e-92,"Syt4"
2.01284546645359e-29,0.947154156000096,0.105,0.067,4.6754374494784e-25,"Dpm3"
1.07173146539143e-72,0.94414378266988,0.293,0.207,2.48941784781122e-68,"Bex2"
7.94520025071815e-122,0.94295323864232,0.583,0.481,1.84551111423681e-117,"Qk"
1.33459429310629e-64,0.942872414925121,0.271,0.191,3.09999562402729e-60,"Ypel3"
2.29332816365399e-42,0.940736733112576,0.189,0.132,5.32694265853548e-38,"Cadm4"
3.8264556916255e-26,0.939770008966192,0.463,0.434,8.88809128050772e-22,"St6galnac3"
6.29566059048308e-23,0.937741167850378,0.104,0.071,1.46235604195741e-18,"2900097C17Rik"
3.33664010337335e-14,0.935953239992106,0.158,0.13,7.75034763211561e-10,"Rps29"
3.59074561173586e-42,0.928522240585619,0.209,0.15,8.34058390694005e-38,"Tmed4"
0.0934397595338826,0.928036123109737,0.161,0.157,1,"Rbpj"
1.26636736211444e-64,0.927416593513427,0.335,0.256,2.94151810871942e-60,"Stmn1"
4.82132115428634e-52,0.924521640633036,0.246,0.179,1.11989647771763e-47,"Rpl24"
2.87469578667492e-33,0.922701944666975,0.114,0.072,6.6773433732885e-29,"Tram1l1"
6.80778986263526e-23,0.920015627134918,0.11,0.075,1.58131342929292e-18,"Igfbp5"
5.1313547638694e-38,0.918029174024249,0.109,0.065,1.19191108455158e-33,"Tnfaip6"
3.15763400182262e-35,0.917584735722951,0.15,0.101,7.33455225943357e-31,"Pgam1"
4.07308091017787e-30,0.91688493333436,0.197,0.15,9.46095233816116e-26,"Cox6c"
2.30195058383253e-20,0.914711157162001,0.111,0.079,5.34697081612619e-16,"Pcbp1"
7.03365458592668e-28,0.909851195018949,0.171,0.127,1.63377728721905e-23,"Cfl1"
3.05287505837637e-33,0.909304332297547,0.139,0.094,7.09121818559663e-29,"Uqcr10"
4.64368411964767e-23,0.90925795191557,0.145,0.108,1.07863494731176e-18,"Marc2"
4.53250210806456e-36,0.90711752640532,0.195,0.142,1.05280958966124e-31,"Ndufs5"
1.14882283066162e-23,0.905190667178945,0.105,0.071,2.66848567106081e-19,"Mcfd2"
1.58777287341067e-20,0.904718188689585,0.109,0.077,3.6880788303583e-16,"Ndufa3"
3.35119494381775e-14,0.902012142997694,0.11,0.085,7.78415561549987e-10,"Yipf3"
1.02202498193588e-37,0.8976980255158,0.128,0.081,2.37395962804067e-33,"Psmc4"
1.10463614722108e-36,0.897384405912337,0.122,0.076,2.56584884276513e-32,"0610012G03Rik"
1.13209451545516e-36,0.893605513716866,0.222,0.167,2.62962914049924e-32,"Rpl3"
3.76998626398767e-37,0.893017039714761,0.163,0.112,8.75692409399055e-33,"Tmem158"
8.79901128466461e-25,0.891939079020831,0.142,0.103,2.0438343412019e-20,"Adprh"
3.99087164012579e-07,0.890296117011895,0.196,0.179,0.00926999664568418,"Lrmda"
7.24210962660202e-32,0.890283976837255,0.161,0.114,1.68219722406712e-27,"Kdelr1"
1.77310940573867e-61,0.889977839660151,0.328,0.253,4.11857852764979e-57,"Emc7"
5.45808453590155e-39,0.889286585445419,0.196,0.14,1.26780387599921e-34,"Cisd1"
7.75005997729101e-25,0.886149871637561,0.104,0.07,1.80018393152516e-20,"Fbxl6"
1.06436176488759e-76,0.88589506437841,0.343,0.255,2.47229950748088e-72,"Spcs2"
4.71899347825188e-30,0.88523764477926,0.157,0.112,1.09612780512835e-25,"Alg2"
3.53714008044508e-33,0.883185305335093,0.198,0.147,8.21606897885782e-29,"Rpl37"
4.81320649170408e-25,0.882555073001118,0.137,0.098,1.11801160389302e-20,"Ndufb10"
8.82207412481736e-36,0.882130787016964,0.184,0.133,2.04919137771258e-31,"Impad1"
1.6364657495362e-38,0.880218242676044,0.142,0.092,3.80118264302268e-34,"G6pc3"
0.0063992090707124,0.875717709448,0.151,0.142,1,"Fbxl7"
4.91747424388665e-18,0.873369662134056,0.1,0.071,1.14223091736999e-13,"C1galt1c1"
4.18053659301688e-10,0.871609627126195,0.127,0.105,9.7105503982596e-06,"Ndufa5"
5.18972285583445e-24,0.868775051656854,0.187,0.146,1.20546882495323e-19,"Prdx1"
1.15492418200905e-18,0.867540944819304,0.124,0.092,2.68265788997061e-14,"Ndufb4"
5.98136079111743e-29,0.864543563586942,0.258,0.211,1.38935048456076e-24,"Rpl30"
1.29799691316412e-52,0.864056822688674,0.222,0.153,3.01498722989762e-48,"Mt3"
2.2197123255665e-56,0.862125304693264,0.604,0.561,5.15594778982585e-52,"Plcl1"
8.47328732079119e-25,0.860447241877655,0.112,0.076,1.96817517887338e-20,"Aldoc"
1.80649188971676e-07,0.860151565403977,0.174,0.156,0.00419611936143408,"Zfand4"
2.1965405086645e-18,0.85738184513188,0.17,0.136,5.10212429352589e-14,"Tmem33"
4.1164130934024e-34,0.855919214247128,0.128,0.083,9.5616043333551e-30,"Hapln2"
7.43385301320227e-18,0.854722446136767,0.128,0.096,1.72673537790662e-13,"Clic4"
1.0326109882909e-36,0.85457216326034,0.171,0.119,2.39854880360209e-32,"Cirbp"
1.38352899845418e-28,0.847534846068274,0.134,0.092,3.21366115760937e-24,"Rnf126"
2.53256854769014e-18,0.846226722549132,0.107,0.077,5.88265022257465e-14,"Scand1"
3.58000517856713e-50,0.84418739717422,0.283,0.214,8.31563602877572e-46,"Hint1"
5.72313017444371e-33,0.843793734734459,0.198,0.147,1.32936867691978e-28,"Atp6v0e2"
1.51981999692959e-46,0.838340476401833,0.25,0.185,3.53023788886804e-42,"Sdf2"
5.85473696721177e-86,0.837874446447364,0.393,0.304,1.35993830274395e-81,"Tmem59l"
5.10273639002845e-67,0.836724836518011,0.368,0.287,1.18526360867581e-62,"Hsp90aa1"
7.95398581550343e-16,0.836337859467943,0.116,0.088,1.84755182522514e-11,"Eif3k"
4.45395046992583e-12,0.833445491302456,0.109,0.085,1.03456361515437e-07,"Atp6v1g1"
9.25315535361123e-23,0.832854522583525,0.203,0.162,2.14932292553682e-18,"Myl6"
1.69682654330249e-27,0.831510054248247,0.141,0.099,3.94138869478302e-23,"Arhgdig"
9.32283316389062e-25,0.825791873182406,0.16,0.119,2.16550768730851e-20,"Fam174a"
7.74500839640197e-67,0.825333044050192,0.201,0.124,1.79901055031625e-62,"Avp"
1.00396819365682e-103,0.825267795445978,0.504,0.412,2.33201732022606e-99,"Tmem59"
6.00656010316715e-13,0.824772642040379,0.103,0.079,1.39520378076367e-08,"Eif5a"
4.03592718473939e-55,0.824338515221798,0.276,0.203,9.37465166471265e-51,"Pkm"
2.47938042264159e-20,0.822036182958751,0.115,0.083,5.75910484571189e-16,"Creb5"
6.47771499094436e-46,0.817842422898424,0.267,0.204,1.50464363809655e-41,"Fxyd6"
2.97593311787347e-16,0.816908070798798,0.137,0.107,6.91249744619649e-12,"Magt1"
2.43699047813668e-24,0.816219423822162,0.138,0.1,5.66064148261587e-20,"Rnf187"
1.12001189163422e-22,0.813259820090444,0.12,0.084,2.60156362188796e-18,"Rhou"
3.2503117495302e-16,0.812319234554977,0.124,0.094,7.54982413180875e-12,"Arl1"
6.35387312418649e-53,0.812180070034021,0.328,0.256,1.47587764928604e-48,"Atraid"
1.79851504861602e-28,0.811977896360812,0.133,0.091,4.17759075492529e-24,"Tubb4b"
1.22990818812627e-30,0.809496866115196,0.258,0.207,2.8568307393797e-26,"Sirpa"
