Var1,Var2,Freq
GABAergic_Neuron,GABAergic_Neuron,39
Glutamatergic_Neuron,GABAergic_Neuron,37
Microglia,GABAergic_Neuron,11
GABAergic_Neuron,Glutamatergic_Neuron,39
Glutamatergic_Neuron,Glutamatergic_Neuron,37
Microglia,Glutamatergic_Neuron,12
GABAergic_Neuron,Microglia,28
Glutamatergic_Neuron,Microglia,31
Microglia,Microglia,26
