Var1,Var2,Freq
GABAergic_Neuron,GABAergic_Neuron,85
Glutamatergic_Neuron,GABAergic_Neuron,86
Microglia,GABAergic_Neuron,5
GABAergic_Neuron,Glutamatergic_Neuron,64
Glutamatergic_Neuron,Glutamatergic_Neuron,60
Microglia,Glutamatergic_Neuron,6
GABAergic_Neuron,Microglia,31
Glutamatergic_Neuron,Microglia,30
Microglia,Microglia,18
