Var1,Var2,Freq
GABAergic_Neuron,GABAergic_Neuron,79
Glutamatergic_Neuron,GABAergic_Neuron,90
Microglia,GABAergic_Neuron,5
GABAergic_Neuron,Glutamatergic_Neuron,66
Glutamatergic_Neuron,Glutamatergic_Neuron,80
Microglia,Glutamatergic_Neuron,8
GABAergic_Neuron,Microglia,31
Glutamatergic_Neuron,Microglia,33
Microglia,Microglia,23
