Var1,Var2,Freq
GABAergic_Neuron,GABAergic_Neuron,2.50748286445488
Glutamatergic_Neuron,GABAergic_Neuron,2.07761091253936
Microglia,GABAergic_Neuron,0.0799666504713508
GABAergic_Neuron,Glutamatergic_Neuron,1.95318187524662
Glutamatergic_Neuron,Glutamatergic_Neuron,1.6220169520339
Microglia,Glutamatergic_Neuron,0.0808344691670848
GABAergic_Neuron,Microglia,0.403685837939293
Glutamatergic_Neuron,Microglia,0.427883143933726
Microglia,Microglia,0.723320747556294
